,lfc_mean,proba_de
BRF1,-0.009061521,0.009061521
BRF2,0.013431707,0.013431707
BTLA,0.0065852962,0.0065852962
BTN2A2,0.018926796,0.018926796
BTN3A1,-0.014851514,0.014851514
BTN3A2,-0.052636907,0.052636907
BTN3A3,0.07272397,0.07272397
BUB1,0.008802051,0.008802051
BUB1B,0.01095614,0.01095614
BYSL,-0.01519971,0.01519971
C1QA,0.021582037,0.021582037
C1QB,0.023557462,0.023557462
C1QC,0.009280529,0.009280529
C1orf35,0.073848985,0.073848985
C2CD3,0.015068921,0.015068921
C2orf49,-0.008001149,0.008001149
C3AR1,0.21234554,0.21234554
C4BPB,0.0,0.0
CA1,0.006202768,0.006202768
CA13,0.0,0.0
CA2,-0.11953335,0.11953335
CA5B,-0.0015519033,0.0015519033
CA6,0.02607257,0.02607257
CABIN1,-0.03206914,0.03206914
CACNB2,0.0,0.0
CADM1,-0.023565188,0.023565188
CALU,-0.04962474,0.04962474
CAMK2D,-0.0047350302,0.0047350302
CAND1,0.025858626,0.025858626
CAPN10,0.013241164,0.013241164
CAPN12,0.0,0.0
CAPN7,-0.018425379,0.018425379
CASP2,0.0,0.0
CASP3,0.0030339584,0.0030339584
CASP8,-0.0059218705,0.0059218705
CATSPER1,-0.043728102,0.043728102
CBLB,-0.05328954,0.05328954
CBR3,0.008831831,0.008831831
CBX1,-0.017034251,0.017034251
CBX8,-0.014626371,0.014626371
CCDC59,-0.04423529,0.04423529
CCDC88C,0.0058297776,0.0058297776
CCL13,0.016270295,0.016270295
CCL19,0.0,0.0
CCL2,0.9469292,0.9469292
CCL20,-0.009299034,0.009299034
CCL22,-0.018187216,0.018187216
CCL23,-0.0046432414,0.0046432414
CCL28,0.016096054,0.016096054
CCL3,0.38878876,0.38878876
CCL3L1,0.039183136,0.039183136
CCL4,0.3504093,0.3504093
CCL5,0.14428079,0.14428079
CCL7,0.3153399,0.3153399
CCND1,0.0,0.0
CCND2,-0.017868023,0.017868023
CCNE1,0.0,0.0
CCNF,0.0,0.0
CCR3,0.0,0.0
CCR4,-0.011378994,0.011378994
CCR6,0.011383899,0.011383899
CCR7,0.34560573,0.34560573
CCR9,-0.018903187,0.018903187
CCT2,-0.12341316,0.12341316
CD14,-0.66744226,0.66744226
CD160,-0.020641556,0.020641556
CD19,-0.010354312,0.010354312
CD1D,0.025961025,0.025961025
CD2,0.02959156,0.02959156
CD200,-0.028158981,0.028158981
CD207,-0.0045931446,0.0045931446
CD244,0.026295522,0.026295522
CD247,0.09315324,0.09315324
CD27,-0.22257817,0.22257817
CD300A,0.0048459955,0.0048459955
CD320,0.059034765,0.059034765
CD38,0.3121688,0.3121688
CD3E,-0.02891475,0.02891475
CD3G,0.028876334,0.028876334
CD40LG,-0.027751649,0.027751649
CD52,-0.1526233,0.1526233
CD55,-0.12539935,0.12539935
CD70,-0.00040380843,0.00040380843
CD72,0.047100853,0.047100853
CD74,-0.0079574585,0.0079574585
CD79A,-0.05719699,0.05719699
CD79B,-0.029496524,0.029496524
CD8A,0.07284007,0.07284007
CD8B,0.00027097762,0.00027097762
CD9,-0.27890736,0.27890736
CD96,-0.06614973,0.06614973
CDC14B,0.0,0.0
CDC16,-0.002231218,0.002231218
CDC23,0.009268893,0.009268893
CDC34,-0.019635187,0.019635187
CDC37L1,-0.016730547,0.016730547
CDC40,-0.05680786,0.05680786
CDC5L,-0.049796775,0.049796775
CDIPT,-0.07252964,0.07252964
CDK13,-0.023184467,0.023184467
CDK19,0.01210364,0.01210364
CDK4,0.04689859,0.04689859
CDK6,-0.009299034,0.009299034
CDK7,0.007010512,0.007010512
CDK8,0.0007782504,0.0007782504
CDKN2C,-0.023207806,0.023207806
CDKN2D,0.04260189,0.04260189
CEBPD,0.06468357,0.06468357
CENPC,0.04496964,0.04496964
CENPF,-0.020027678,0.020027678
CENPJ,0.019990187,0.019990187
CENPL,0.00831545,0.00831545
CENPT,0.006174233,0.006174233
CEP135,-0.033233754,0.033233754
CEP250,0.0,0.0
CEP57,-0.023880199,0.023880199
CEP63,0.045164376,0.045164376
CEP76,-0.009081894,0.009081894
CEP78,0.011001652,0.011001652
CERS2,0.043259993,0.043259993
CERS4,-0.010998919,0.010998919
CES2,-0.01643492,0.01643492
CFD,0.07065955,0.07065955
CFP,-0.18125203,0.18125203
CH25H,0.04585985,0.04585985
CHAC2,0.037112065,0.037112065
CHCHD4,-0.016880654,0.016880654
CHD1,0.03956631,0.03956631
CHD3,-0.031034432,0.031034432
CHD8,-0.018286569,0.018286569
CHGB,0.0,0.0
CHID1,0.0006666146,0.0006666146
CHL1,0.0,0.0
CHMP1A,0.023379482,0.023379482
CHN1,0.005514981,0.005514981
CHN2,0.0063638994,0.0063638994
CHPT1,-0.013074875,0.013074875
CHRNA6,0.0,0.0
CHRNE,0.00719139,0.00719139
CHST10,-0.0015298398,0.0015298398
CHST12,0.18416478,0.18416478
CHTF18,0.008857561,0.008857561
CHTOP,-0.074304774,0.074304774
CIAO1,-0.04266291,0.04266291
CIDEC,0.0,0.0
CITED2,-0.06054157,0.06054157
CKAP5,0.01707275,0.01707275
CLASP1,-0.018577695,0.018577695
CLASP2,-0.014771432,0.014771432
CLCN6,-0.013297291,0.013297291
CLDN5,0.0,0.0
CLEC1B,0.0,0.0
CLEC2B,0.1524925,0.1524925
CLEC2D,0.17718247,0.17718247
CLEC4C,0.0,0.0
CLEC4E,-0.0025203526,0.0025203526
CLEC5A,-0.34593835,0.34593835
CLINT1,0.026207287,0.026207287
CLP1,-0.016177464,0.016177464
CLU,0.034602582,0.034602582
CLUAP1,0.053953588,0.053953588
CMC2,0.09622577,0.09622577
CNKSR2,0.0,0.0
CNOT6L,-0.07516506,0.07516506
CNTRL,0.026868068,0.026868068
COA1,0.0059859566,0.0059859566
COA4,-0.006419271,0.006419271
COG3,-0.0138487,0.0138487
COG5,-0.031854257,0.031854257
COL11A2,0.0,0.0
COL15A1,0.0,0.0
COL19A1,0.0,0.0
COL1A1,0.0,0.0
COL23A1,-0.011292923,0.011292923
COL6A2,0.0,0.0
COL6A3,0.0,0.0
COL9A3,-0.0015696418,0.0015696418
COLGALT2,0.0061745127,0.0061745127
COMMD3,-0.034001544,0.034001544
COPRS,-0.014040802,0.014040802
COPS7B,-0.030478714,0.030478714
COPZ2,0.0,0.0
COQ10A,-0.033265762,0.033265762
COQ3,-0.008072242,0.008072242
COQ5,-0.008735038,0.008735038
COQ6,0.027886469,0.027886469
COQ7,-0.020618493,0.020618493
COQ9,-0.0516973,0.0516973
COX11,-0.039323073,0.039323073
COX19,-0.052393742,0.052393742
COX5A,0.054103285,0.054103285
CPNE1,-0.06856845,0.06856845
CPNE3,-0.042274848,0.042274848
CPNE7,-0.04954171,0.04954171
CPSF4,-0.019046808,0.019046808
CPSF7,-0.015503764,0.015503764
CRAT,-0.006816985,0.006816985
CRB3,-0.009377855,0.009377855
CRBN,-0.060270295,0.060270295
CRCP,0.012754729,0.012754729
CREB3L4,0.0,0.0
CRHR1,0.0,0.0
CRKL,-0.04098376,0.04098376
CRLS1,-0.006391423,0.006391423
CRNKL1,-0.018956173,0.018956173
CROT,0.0,0.0
CRY1,0.021789614,0.021789614
CRY2,-0.041000552,0.041000552
CRYM,0.0,0.0
CSAD,0.0011635758,0.0011635758
CSF2,0.0,0.0
CSNK1E,-0.01839801,0.01839801
CSRP1,0.006645213,0.006645213
CST3,0.16471303,0.16471303
CSTF2,0.015674025,0.015674025
CSTF2T,0.026139736,0.026139736
CSTF3,0.014390998,0.014390998
CTC1,-0.019968707,0.019968707
CTCF,-0.004328333,0.004328333
CTDSP2,0.011665236,0.011665236
CTF1,0.0,0.0
CTH,0.009041527,0.009041527
CTLA4,0.018373797,0.018373797
CTPS1,0.0023038955,0.0023038955
CTR9,-0.04214658,0.04214658
CTSA,-0.087998524,0.087998524
CTSC,0.58111584,0.58111584
CTSD,0.06699285,0.06699285
CTSF,0.0,0.0
CTSL,0.26105058,0.26105058
CTSW,-0.06312618,0.06312618
CTTN,0.0,0.0
CUL2,-0.011602335,0.011602335
CUL4B,0.0029790215,0.0029790215
CUTC,-0.09488601,0.09488601
CWC22,0.019740079,0.019740079
CWC27,-0.028871182,0.028871182
CX3CR1,0.0,0.0
CXCL1,-0.10170196,0.10170196
CXCL10,2.0158193,2.0158193
CXCL11,1.0315733,1.0315733
CXCL13,0.011145664,0.011145664
CXCL16,-0.16403607,0.16403607
CXCL2,-0.13471115,0.13471115
CXCL3,-0.2616595,0.2616595
CXCL5,0.0,0.0
CXCL9,0.02227388,0.02227388
CXCR3,0.040148914,0.040148914
CXCR4,-0.31531835,0.31531835
CXCR5,0.031285416,0.031285416
CXCR6,-0.019620085,0.019620085
CXXC1,-0.0028398633,0.0028398633
CXXC5,-0.041087583,0.041087583
CYB5B,-0.041847818,0.041847818
CYFIP2,-0.001908876,0.001908876
CYGB,-0.01854021,0.01854021
CYP1B1,-0.09985933,0.09985933
CYP2R1,-0.00030278694,0.00030278694
CYP4V2,0.0,0.0
CYSLTR1,-0.027979735,0.027979735
CYSLTR2,0.0,0.0
DAAM1,-0.011972353,0.011972353
DACT1,0.010058885,0.010058885
DAPK2,0.0054970053,0.0054970053
DARS2,0.0,0.0
DBP,0.0,0.0
DCAF16,-0.017527826,0.017527826
DCAF7,0.007877998,0.007877998
DCLRE1A,0.0,0.0
DCLRE1C,0.026827563,0.026827563
DCP1A,0.08269501,0.08269501
DCP1B,-0.019123796,0.019123796
DCPS,0.008383885,0.008383885
DCSTAMP,-0.0062570088,0.0062570088
DCUN1D1,-0.005649306,0.005649306
DCUN1D2,-0.0062570088,0.0062570088
DCUN1D4,0.018921314,0.018921314
DDB1,-0.06411626,0.06411626
DDHD1,0.056378182,0.056378182
DDHD2,0.018534435,0.018534435
DDIT4,-0.015079409,0.015079409
DDOST,-0.05589714,0.05589714
DDR2,0.0,0.0
DDRGK1,-0.054660246,0.054660246
DDX20,-0.02033761,0.02033761
DDX42,-0.019400839,0.019400839
DDX52,0.004493192,0.004493192
DDX6,-0.0090883225,0.0090883225
DEDD2,-0.06711743,0.06711743
DEF6,-0.04349108,0.04349108
DEFB1,0.35593995,0.35593995
DEGS1,0.05292079,0.05292079
DEGS2,0.0,0.0
DENND3,-0.008132277,0.008132277
DENND4C,-0.013074223,0.013074223
DENND5B,0.0,0.0
DEPDC1B,0.0,0.0
DERL3,0.0,0.0
DET1,0.020218441,0.020218441
DFFA,0.012103837,0.012103837
DGKD,0.007289283,0.007289283
DGKQ,0.0,0.0
DHCR7,-0.007569074,0.007569074
DHODH,-0.008995971,0.008995971
DHRS7B,-0.027406937,0.027406937
DHX15,-0.010471299,0.010471299
DIDO1,-0.010132942,0.010132942
DIMT1,-0.041800827,0.041800827
DLG1,-0.012005158,0.012005158
DNAJB1,-0.004050523,0.004050523
DNAJB6,0.12295264,0.12295264
DNAJC24,-0.008842745,0.008842745
DNM3,0.0077457707,0.0077457707
DOK2,-0.11593175,0.11593175
DOK3,-0.023732845,0.023732845
DOLK,-0.022912242,0.022912242
DPH2,0.01784404,0.01784404
DPH7,-0.04182993,0.04182993
DPM2,0.06860557,0.06860557
DPP4,0.02743137,0.02743137
DROSHA,0.01998014,0.01998014
DSP,0.0,0.0
DTX4,0.0,0.0
DUS2,-0.014435373,0.014435373
DUSP1,-0.27673072,0.27673072
DUSP16,-0.01685134,0.01685134
DUSP2,-0.049433112,0.049433112
DUSP4,0.077346,0.077346
DVL2,0.0049317367,0.0049317367
DYNC2LI1,-0.0068506394,0.0068506394
DYNLRB2,0.0,0.0
DYRK2,0.025319517,0.025319517
E2F1,-0.008709639,0.008709639
E2F5,0.0,0.0
E2F6,0.0047838874,0.0047838874
EAF2,0.006790232,0.006790232
EBP,-0.057207555,0.057207555
ECE1,0.043451495,0.043451495
ECI2,-0.0029241666,0.0029241666
ECM1,0.0,0.0
EDAR,0.0,0.0
EDN1,0.034325838,0.034325838
EEA1,-0.014556874,0.014556874
EED,0.023172684,0.023172684
EEF1E1,-0.008937985,0.008937985
EEF2K,0.0,0.0
EEFSEC,-0.008976072,0.008976072
EFCAB7,0.0,0.0
EFNA3,0.0,0.0
EFNA5,0.0,0.0
EGF,0.0,0.0
EGLN1,0.004407447,0.004407447
EGR2,0.0143984,0.0143984
EGR4,0.005916328,0.005916328
EHD3,0.0,0.0
EHHADH,0.0,0.0
EHMT1,0.016407456,0.016407456
EHMT2,0.0060901083,0.0060901083
EIF2AK1,-0.06572439,0.06572439
EIF2B1,-0.009580635,0.009580635
EIF2B3,-0.006265534,0.006265534
EIF2B4,-0.03950628,0.03950628
EIF2B5,0.0022833273,0.0022833273
EIF3B,0.0020092241,0.0020092241
EIF4EBP1,-0.096720055,0.096720055
EIF5,0.008154511,0.008154511
EIF5A,0.10380882,0.10380882
EIF5A2,-0.01092322,0.01092322
EIF5B,-0.042220205,0.042220205
ELF2,-0.0038926601,0.0038926601
ELL,0.017636701,0.017636701
ELL2,0.023079824,0.023079824
ELMO1,-0.0062673874,0.0062673874
ELOVL4,0.002962193,0.002962193
ELOVL5,-0.0054344833,0.0054344833
ELOVL6,0.0,0.0
ELP2,-0.018418245,0.018418245
ELP3,0.0075442446,0.0075442446
ELP4,-0.0027422514,0.0027422514
ELP5,-0.0042358227,0.0042358227
ELP6,0.023903672,0.023903672
EMB,0.030669242,0.030669242
EMILIN1,0.0,0.0
ENAH,0.0,0.0
ENOPH1,0.000772126,0.000772126
ENPP4,0.0,0.0
ENSA,-0.018580168,0.018580168
ENTPD4,0.015439961,0.015439961
EOMES,0.037268322,0.037268322
EPAS1,0.0,0.0
EPB41,0.015563127,0.015563127
EPB41L5,0.011051036,0.011051036
EPHA1,0.0,0.0
EPHA4,0.0,0.0
EPHX2,0.0152009595,0.0152009595
EPM2A,0.0,0.0
EPOR,0.011456469,0.011456469
EPS15L1,0.0039296355,0.0039296355
ERAP1,0.011663917,0.011663917
ERBB2,0.0,0.0
ERBB3,0.0,0.0
ERCC1,-0.054866694,0.054866694
ERCC4,-0.031998605,0.031998605
ERCC5,-0.024009747,0.024009747
ERCC8,-0.008928126,0.008928126
ESAM,0.0,0.0
ESCO1,0.04566944,0.04566944
ETFA,0.0019249171,0.0019249171
ETHE1,-0.044138506,0.044138506
ETS1,-0.11266845,0.11266845
EVC2,0.0,0.0
EXOC5,-0.028728291,0.028728291
EXOSC4,-0.08529319,0.08529319
EXOSC5,-0.017401595,0.017401595
EXOSC6,-0.0099783465,0.0099783465
EXTL2,-0.009178227,0.009178227
EZH2,0.012582528,0.012582528
EZR,-0.052956432,0.052956432
F12,0.0,0.0
F13A1,0.00588061,0.00588061
F2R,-0.03430074,0.03430074
FAAH2,0.014521414,0.014521414
FABP3,0.0,0.0
FABP5,0.03475599,0.03475599
FAHD1,-0.028065175,0.028065175
FAM135A,0.0321658,0.0321658
FAM169A,0.0,0.0
FAN1,0.0042161765,0.0042161765
FANCA,0.026500504,0.026500504
FANCF,0.023869872,0.023869872
FANCL,-0.0072367247,0.0072367247
FAS,0.07612165,0.07612165
FASLG,0.056971915,0.056971915
FBLN5,0.008511705,0.008511705
FBXL20,0.0025949543,0.0025949543
FBXL5,0.03318663,0.03318663
FBXO15,0.0,0.0
FBXO32,-0.011145015,0.011145015
FBXO40,-0.010732932,0.010732932
FBXO44,0.0029710755,0.0029710755
FBXO9,-0.10984565,0.10984565
FBXW4,0.00027137157,0.00027137157
FCER1A,-0.017063715,0.017063715
FCER1G,-0.020186782,0.020186782
FCER2,0.008857561,0.008857561
FCF1,-0.010470403,0.010470403
FCGR3A,-0.08934584,0.08934584
FCGR3B,0.035041656,0.035041656
FCHO1,-0.00934141,0.00934141
FCN1,0.121748924,0.121748924
FDXR,-0.01007551,0.01007551
FECH,-0.024081003,0.024081003
FEM1C,0.020567998,0.020567998
FEN1,-0.005643707,0.005643707
FES,-0.0075147618,0.0075147618
FGD3,-0.0066925697,0.0066925697
FGF22,-0.007934675,0.007934675
FGF9,0.002687417,0.002687417
FGFBP2,-0.09796827,0.09796827
FGFBP3,-0.019589895,0.019589895
FGL2,0.23927483,0.23927483
FH,0.033158917,0.033158917
FHL2,0.0,0.0
FITM1,0.0,0.0
FITM2,0.0,0.0
FLI1,-3.8526952e-05,3.8526952e-05
FLOT2,-0.027002178,0.027002178
FLRT2,0.0,0.0
FLT3LG,0.034215428,0.034215428
FN3K,0.0,0.0
FN3KRP,-0.0673225,0.0673225
FNTA,-0.05377295,0.05377295
FOS,-0.13232262,0.13232262
FOXK1,0.006642145,0.006642145
FOXK2,-0.010203574,0.010203574
FOXO3,-0.06802846,0.06802846
FOXP1,-0.05522549,0.05522549
FOXP3,0.0,0.0
FPGT,0.026166,0.026166
FST,0.016235469,0.016235469
FSTL1,0.0,0.0
FTH1,-0.7134547,0.7134547
FTL,-0.54823947,0.54823947
FUCA1,-0.1033821,0.1033821
FUNDC1,0.03991519,0.03991519
FUT11,-0.011178299,0.011178299
FUT7,-0.005285005,0.005285005
FUT8,-0.001323754,0.001323754
FUZ,-0.008739149,0.008739149
FXYD3,0.0,0.0
FYN,-0.11831917,0.11831917
FZD3,0.0,0.0
G0S2,-0.06859614,0.06859614
GABARAPL1,-0.038648427,0.038648427
GABPB1,-0.014479086,0.014479086
GADD45A,-0.0204916,0.0204916
GAK,0.0032781828,0.0032781828
GALE,-0.0066820513,0.0066820513
GALNT11,-0.0035546198,0.0035546198
GALNT12,0.008816565,0.008816565
GALNT3,-0.010018738,0.010018738
GALNT6,-0.0058743358,0.0058743358
GALNT7,-0.0013841456,0.0013841456
GALR2,0.0,0.0
GALT,-0.040197182,0.040197182
GAMT,0.0014111977,0.0014111977
GAPVD1,-0.013570912,0.013570912
GAS8,0.017574897,0.017574897
GATA1,0.0,0.0
GATA2,0.011424372,0.011424372
GATA3,-0.028183527,0.028183527
GBA2,0.0057714456,0.0057714456
GBP3,0.3122084,0.3122084
GBP4,0.82234657,0.82234657
GBP5,0.3484297,0.3484297
GCC2,-0.06973156,0.06973156
GCHFR,-0.08996237,0.08996237
GDE1,0.015772417,0.015772417
GDI1,-0.008592665,0.008592665
GDPD1,0.0,0.0
GDPD3,0.0,0.0
GEMIN7,-0.032736234,0.032736234
GFI1,-0.027955059,0.027955059
GFM1,0.0062758066,0.0062758066
GFM2,0.002024157,0.002024157
GFOD1,0.03532664,0.03532664
GGA2,-0.021366373,0.021366373
GINS4,-0.008037546,0.008037546
GIPR,0.009893273,0.009893273
GIT2,-0.042825192,0.042825192
GLG1,-0.09953805,0.09953805
GLI1,0.0,0.0
GLO1,0.013001837,0.013001837
GLRX5,-0.0050305054,0.0050305054
GLTP,-0.026853547,0.026853547
GLUL,0.028187275,0.028187275
GMPPB,0.0,0.0
GNAL,0.0028361166,0.0028361166
GNAO1,-0.011012236,0.011012236
GNB5,0.036345065,0.036345065
GNG11,0.019697227,0.019697227
GNG2,0.005486399,0.005486399
GNG3,0.0,0.0
GNG4,-0.00085086003,0.00085086003
GNG7,-0.008547007,0.008547007
GNG8,-0.00937148,0.00937148
GNGT2,0.0028841924,0.0028841924
GNLY,0.164181,0.164181
GNPDA1,0.011176385,0.011176385
GOLGA3,-0.011632774,0.011632774
