gene,proba_de,bf,lfc_mean,lfc_std,proba_up,detection_rate
VCAN,0.96552,3.3322873705141514,-3.747910732421875,3.8873257076584062,0.17712,1.0
TNFSF13B,0.96516,3.321527738719676,3.00894181640625,2.162845683392451,0.92606,1.0
CATSPER1,0.96516,3.321527738719676,-2.197971455078125,4.933834723256521,0.31262,1.0
CLEC2D,0.96516,3.321527738719676,1.0754156323242188,3.5261098882926496,0.72772,1.0
UBAC1,0.9641,3.2904577281761003,-1.8438725244140626,1.3684228106513396,0.03262,1.0
BDH1,0.96402,3.288148812760911,-2.064132822265625,4.342976638513123,0.26972,1.0
E2F5,0.96372,3.279534170741436,3.14047876953125,4.057158552484545,0.77956,1.0
KLRC2,0.9636,3.276107496098022,-0.1783418021583557,5.8641308884269385,0.4863,1.0
GBP4,0.96352,3.2738290800872396,2.30623609375,1.6403321053439883,0.94984,1.0
CCL3L1,0.96342,3.2709878108269304,0.47657774703979494,5.922609741577312,0.53314,1.0
XCL2,0.96338,3.2698533949252586,-0.44724504272460935,5.098699267019802,0.46734,1.0
NELL2,0.96334,3.2687201704180873,-1.9360321728515626,4.7808722371089,0.3404,1.0
S100B,0.96326,3.2664572851862927,-1.1966028588867188,5.072358344619309,0.407,1.0
KRT86,0.96298,3.2585743360051223,-1.588883916015625,5.052546497020275,0.37398,1.0
XCL1,0.96298,3.2585743360051223,-0.60199232421875,5.13416587441005,0.45578,1.0
NOG,0.96292,3.2568925939217244,-1.2309265869140624,5.022039003557529,0.40842,1.0
SPRY1,0.9629,3.2563325946328483,-2.0504420751953125,4.669610600001219,0.33794,1.0
CPNE7,0.96264,3.2490788967692668,-2.0259867529296876,4.685689085737915,0.34506,1.0
CXCL9,0.96252,3.245747387796613,3.5088200390625,3.6086817921816596,0.83042,1.0
PGAP1,0.96202,3.2319755350862467,1.8670456298828124,2.9068293828926377,0.75784,1.0
NEIL1,0.96198,3.2308813233685165,-1.333197578125,4.922057988553329,0.39742,1.0
IL4I1,0.96196,3.230334632082464,1.7624632177734374,3.1799754211995412,0.74248,1.0
CA6,0.96192,3.2292420772013903,0.1038792809677124,5.131709285290393,0.51036,1.0
CHN1,0.96122,3.210298661155516,-0.6929965893554687,5.563857385698495,0.4463,1.0
KLF5,0.9612,3.2097622572330877,1.896771240234375,4.623956203468492,0.68426,1.0
PTGDR,0.96098,3.203879261904234,-1.4164761303710938,4.997608222961653,0.38574,1.0
AQP3,0.96088,3.201215686079617,-1.4110393115234374,4.8055554373386915,0.37952,1.0
FGFBP3,0.96088,3.201215686079617,-1.065562315673828,5.080513976352769,0.41084,1.0
MMP7,0.9608,3.1990895239693566,-2.716738408203125,4.072775917159444,0.2454,1.0
G0S2,0.96076,3.19802800322862,-1.887783544921875,4.545098347742015,0.34562,1.0
IGFBP4,0.96054,3.1922081257235875,2.208445908203125,2.3296727302168163,0.86494,1.0
CXCL1,0.9605,3.191153310301536,-2.1806092724609374,4.6544426859165835,0.3242,1.0
CD79B,0.96038,3.187994998203464,-2.1059216552734377,3.9360778579348996,0.28168,1.0
NCAPH,0.96014,3.1817057923779197,-1.7534615576171875,4.585827622996061,0.35546,1.0
CD8B,0.9601,3.180661121807759,-0.5299860833740234,4.8447455817029095,0.46018,1.0
MMP9,0.95992,3.175972490879524,-3.126408095703125,3.306548946370968,0.18458,1.0
SOCS1,0.95992,3.175972490879524,1.9809706591796874,2.3957850792395163,0.82162,1.0
IFNG,0.95974,3.1713039942349335,0.9844065234375,4.8254989832388,0.57968,1.0
GPC2,0.95958,3.1671709767553593,-1.540285927734375,4.7218892913296315,0.3716,1.0
ITGA1,0.9595,3.1651103413352617,-1.2225113818359374,4.704774443255126,0.40116,1.0
IL1RN,0.95948,3.164595791660347,4.37151380859375,3.3608149689694558,0.88184,1.0
TNFRSF13C,0.95946,3.164081485175551,-1.6975775537109374,4.178440234451941,0.33852,1.0
COL6A2,0.95924,3.158440095907148,-0.9635557836914063,4.673239484871799,0.42004,1.0
CD27,0.95882,3.1477506601506247,-1.56136482421875,4.772313384716301,0.36418,1.0
CXCR6,0.9588,3.1472442462047483,-0.4625803497314453,4.343324237915854,0.46474,1.0
YES1,0.9588,3.1472442462047483,-0.1037555207824707,4.70724411260529,0.49698,1.0
CXCL3,0.95874,3.1457264147362474,-1.480712587890625,4.787613926274992,0.37164,1.0
CCNE1,0.95856,3.141185560384386,-0.3230075666809082,4.693444449374774,0.47294,1.0
FBLN5,0.9584,3.137165060093968,-0.4491387292480469,5.016397583364924,0.46274,1.0
PDE6B,0.95838,3.136663538064432,-0.15560842765808106,4.671317383283519,0.4833,1.0
MYB,0.95836,3.136162246516391,-0.9792648486328125,5.009676835571049,0.4205,1.0
SIGLEC7,0.95832,3.135160353977963,-2.64763513671875,3.021432830111367,0.16726,1.0
FST,0.9583,3.134659752544962,-0.4971731091308594,4.6779703123584655,0.45876,1.0
ZNF512B,0.95816,3.131161958882584,-1.0122306884765624,4.710328674392718,0.41086,1.0
CXCR3,0.95804,3.1281727472245495,-1.2848818334960936,4.74581783016128,0.39864,1.0
FGF22,0.958,3.1271781596874915,-1.460452646484375,4.387088124029626,0.37124,1.0
ROBO3,0.95798,3.126681205509361,-0.9752079028320313,4.763234164147712,0.41344,1.0
AGBL3,0.95796,3.1261844774369583,-0.6742172351074218,4.531028531954318,0.44336,1.0
P2RX5,0.95794,3.1256879752547695,-0.6388824645996094,4.83673589503315,0.4605,1.0
S1PR5,0.95794,3.1256879752547695,-0.5955215869140625,4.736432627993283,0.45042,1.0
IL1B,0.9579,3.1246956477005097,-2.779941337890625,3.7172932422008196,0.23434,1.0
CD160,0.95786,3.1237042211285955,-0.8304466125488281,4.583744570008366,0.43082,1.0
FN3K,0.9578,3.1222187668665424,-1.9277030908203125,4.171936789417094,0.31894,1.0
ATP1A3,0.9577,3.119747490475341,-1.487268232421875,4.784312181346313,0.36442,1.0
PRSS23,0.95768,3.11925390539307,-1.3057874291992186,4.4787922446788375,0.38368,1.0
WNT7A,0.95768,3.11925390539307,-0.9093942529296875,5.366371641317666,0.42358,1.0
NCALD,0.95766,3.1187605432158017,0.7282766955566407,5.0413154293134745,0.5591,1.0
KCNJ15,0.95764,3.1182674037325735,-2.2573908837890624,4.106605120599744,0.31066,1.0
OXT,0.9576,3.1172817920058513,-1.2589595703125,4.190361366092853,0.38244,1.0
GP9,0.95752,3.1153132316314327,-0.4277809262084961,4.6657032020690306,0.45694,1.0
SDS,0.95746,3.1138391349531718,2.0383430224609373,3.897677632374157,0.71334,1.0
MYO6,0.95746,3.1138391349531718,-0.27288761390686034,4.5405477719022205,0.48348,1.0
FGF9,0.95744,3.113348210872613,-1.3215687622070313,4.528683867224403,0.38106,1.0
FDXR,0.95708,3.10454906476298,-0.8165322827148438,4.556671323116194,0.43214,1.0
S100A8,0.95704,3.1035757376620396,-2.1475086083984376,4.415285423458443,0.27818,1.0
IL18RAP,0.957,3.102603275759391,1.3201514404296875,4.169870082203572,0.63382,1.0
TTLL11,0.957,3.102603275759391,-1.047017373046875,4.817157220087177,0.40264,1.0
PCBP4,0.95694,3.1011462016265012,-1.1280793505859374,4.582642151440216,0.40728,1.0
COL9A3,0.95678,3.097270128889122,-0.7536228295898437,4.592447559183011,0.4372,1.0
ADAMTS10,0.95674,3.0963032516750615,-1.20395568359375,5.129353121624335,0.40284,1.0
PLAU,0.9566,3.0929258901398375,-2.215772490234375,3.5928811892783976,0.25502,1.0
BBS1,0.95658,3.092444259197183,-1.650719833984375,4.053712858101891,0.34416,1.0
AKAP12,0.95652,3.0910006359748246,-1.0446222680664063,4.649620080736145,0.40564,1.0
BLK,0.95638,3.0876395628396285,-1.3120306103515624,4.4037249650864325,0.38028,1.0
PDE7B,0.95632,3.0862022536392932,-1.4012120361328124,4.383407937016191,0.37304,1.0
DAPK2,0.9562,3.0833332788096035,-1.3284680517578125,4.397667046055078,0.37776,1.0
EDAR,0.95614,3.0819016028544985,-0.6121600769042969,4.485337610230085,0.44134,1.0
STX1A,0.95596,3.0776177593173797,-1.3886422998046875,4.162576189325926,0.36874,1.0
RNASE1,0.95594,3.0771428082013426,-0.8570879736328125,4.726225276233032,0.44668,1.0
MYBL1,0.95592,3.076668062696839,0.22707979541778564,4.3771479638873325,0.52294,1.0
GNG4,0.9559,3.076193522616916,-1.0252829467773437,4.247123129725293,0.40684,1.0
KRT1,0.9559,3.076193522616916,-0.6542828381347656,4.260648661248346,0.43758,1.0
ST3GAL3,0.95582,3.0742974128128466,-0.8708424096679688,4.2985254627341325,0.41672,1.0
EPHA4,0.95576,3.0728774782948904,-1.2339961401367188,4.493324146498078,0.39712,1.0
DACT1,0.95566,3.0705149970697305,-3.077191767578125,3.1084289335489745,0.14172,1.0
CTLA4,0.95564,3.0700431106116546,0.22986623748779297,4.445878255866686,0.52734,1.0
SPP1,0.95558,3.0686286675072485,-0.715940634765625,4.644140581621792,0.44214,1.0
GPR55,0.95556,3.0681575912859236,-1.6926503955078125,4.532789207316203,0.33118,1.0
COL19A1,0.95556,3.0681575912859236,-0.7634988842773438,4.565728549539739,0.4363,1.0
MCOLN3,0.95548,3.0662753056044147,0.4622243783569336,4.7796764272336,0.5337,1.0
ATP6V1E2,0.9554,3.0643962419298436,-0.9923984545898438,4.1089007324590705,0.40476,1.0
EPHX2,0.9554,3.0643962419298436,-0.16674760848999023,4.948333163241727,0.48852,1.0
PRKCZ,0.95538,3.0639269780920033,-1.2748922802734375,4.5211551156700205,0.38846,1.0
HPSE,0.95528,3.0615836623782857,1.4580614990234375,3.145130317163428,0.72854,1.0
KIF19,0.95526,3.0611155986739846,0.9494175317382813,4.87559234610811,0.57868,1.0
CHST12,0.95516,3.058778267510651,1.632231103515625,2.887600022569117,0.71472,1.0
CCL20,0.95514,3.058311397503037,-0.8233234936523437,4.256251402692879,0.41958,1.0
TNFAIP6,0.95488,3.052260070945482,1.566175546875,4.474070043050376,0.66342,1.0
CCR6,0.95486,3.051795961486333,0.24147455005645752,4.606162452809826,0.52846,1.0
KISS1R,0.95474,3.049015411899324,-0.8087820556640625,4.312806595137419,0.42526,1.0
ATP6V0E2,0.95472,3.0485526698788448,-1.4382416455078124,4.639976953108386,0.3534,1.0
ITPR3,0.95472,3.0485526698788448,-0.5667444482421875,4.393015482246979,0.44902,1.0
SLC27A2,0.95468,3.047627769635537,0.6559861462402343,4.184650316297753,0.56346,1.0
TBXA2R,0.95466,3.047165611068436,-0.3996314306640625,4.2727859710030405,0.46188,1.0
COL23A1,0.9546,3.045780299524494,-1.5845461328125,4.050056138483015,0.34424,1.0
INPP4B,0.9546,3.045780299524494,-0.1747329168701172,4.625151565247572,0.49306,1.0
MICU3,0.95454,3.0443967306208073,-0.5932270220947266,5.598438040840644,0.4431,1.0
AKAP5,0.95452,3.043935927442681,-0.20736365058898926,4.383696152453932,0.4864,1.0
ACOT4,0.95448,3.043014899749469,-0.7569308752441406,4.420816324868874,0.43172,1.0
NEO1,0.95434,3.0397973609833127,-0.08548963889122009,4.509844097889332,0.49204,1.0
EPHA1,0.95432,3.0393384796259344,-1.0573477124023438,4.11123867846754,0.40044,1.0
POLA1,0.95432,3.0393384796259344,-0.8697450708007812,4.111631224260967,0.4212,1.0
CD8A,0.95414,3.035217133775832,-0.7529736596679687,4.67637227142699,0.44424,1.0
PRKCQ,0.9541,3.0343033706912994,-0.3923214270019531,4.625798823694146,0.471,1.0
GMPPB,0.95408,3.0338467733634857,-1.8632865380859376,3.8151916619762005,0.31278,1.0
PSAT1,0.95408,3.0338467733634857,1.2823828759765625,4.114888993038218,0.61844,1.0
GNAL,0.95402,3.0324781162540884,-0.7918353491210938,4.291866051236603,0.42528,1.0
PLCG1,0.95402,3.0324781162540884,0.5575637805175782,4.45106150148815,0.54724,1.0
LYPD3,0.954,3.0320222749591905,-1.5745616162109375,3.423500084143449,0.3268,1.0
POMK,0.95398,3.0315666222607254,-1.9782068115234375,3.6087775910226547,0.29044,1.0
CCR4,0.95394,3.030655881996134,-0.482401396484375,4.304049073131012,0.46002,1.0
CADM1,0.95382,3.0279281704744863,-0.7202502368164062,4.385266372623892,0.44002,1.0
HBA2,0.95382,3.0279281704744863,0.3135223717498779,4.409056115744881,0.52808,1.0
EDN1,0.95376,3.0265668431074957,2.0695715625,3.9237951017881025,0.70222,1.0
SH2D2A,0.95374,3.026113440812491,-0.9959628076171875,4.331334635706215,0.41748,1.0
TLE2,0.95374,3.026113440812491,-0.3945938775634766,4.860140876936019,0.46066,1.0
KALRN,0.95372,3.0256602249947306,-1.546916875,4.322159469375839,0.36152,1.0
C1QB,0.95372,3.0256602249947306,0.17538859092712403,4.726246877311595,0.49796,1.0
TOP2A,0.95364,3.023849223268538,-0.4624268948364258,4.330934038770614,0.45644,1.0
HBA1,0.95364,3.023849223268538,0.46114522338867187,4.562417876501539,0.54018,1.0
OSBPL7,0.9536,3.022944837078876,-1.6806682080078126,4.434707950808803,0.34724,1.0
PDGFD,0.9536,3.022944837078876,-0.1804555194091797,5.062489446829965,0.48604,1.0
DPP4,0.95356,3.022041192292898,0.365289833984375,4.810014566928324,0.54394,1.0
BLM,0.9535,3.0206871124471633,-0.48969027740478516,4.444006338706688,0.46344,1.0
CX3CR1,0.9534,3.018434001639126,-1.478316708984375,4.206837489262285,0.34758,1.0
LEF1,0.95338,3.017983931389065,-0.2731819549560547,4.528816887525525,0.47336,1.0
RFC3,0.95336,3.0175340447403136,-0.7560354345703125,4.118713034711095,0.42958,1.0
CCR9,0.95336,3.0175340447403136,-0.7271244677734375,4.553578633090702,0.43032,1.0
KRT81,0.9533,3.0161854848246814,-1.74370884765625,4.916647176135919,0.35056,1.0
XRCC2,0.9533,3.0161854848246814,-1.3207294482421874,3.913751264314185,0.36776,1.0
ACSM3,0.9533,3.0161854848246814,0.601320009765625,4.4498947349466,0.56486,1.0
IDO2,0.95326,3.0152873599994217,1.5000993603515624,3.987725761988007,0.6267,1.0
ORC6,0.95326,3.0152873599994217,-0.35159796142578126,4.0423899961945455,0.46618,1.0
PDGFRB,0.95324,3.014838571651295,-0.6082011163330078,4.526549345828043,0.4392,1.0
TAB1,0.95318,3.0134933009861804,-0.12729953145980835,4.180218835992933,0.48982,1.0
NDC1,0.9531,3.011702154491345,-0.836747958984375,4.31389313113868,0.42252,1.0
CCL3,0.95302,3.009913910562091,1.4060985791015626,4.105143028671299,0.6282,1.0
ZFYVE9,0.95302,3.009913910562091,-0.18579456657409668,4.18791270215922,0.477,1.0
KRT18,0.953,3.0094673019441425,-0.8868024462890625,4.355520959369354,0.4146,1.0
AREG,0.953,3.0094673019441425,0.3001656323242187,4.185745454185419,0.52428,1.0
TPST1,0.95298,3.0090208739631965,-2.759645859375,2.7540880488529083,0.15616,1.0
PPP1R14A,0.95294,3.00812855929638,-0.611305966796875,4.036852697641882,0.43858,1.0
FBXO15,0.95294,3.00812855929638,-0.1496963686609268,4.08886759197577,0.48566,1.0
CXXC5,0.95284,3.0059009230188485,-1.950163017578125,2.63389465997989,0.20188,1.0
PARD6A,0.95284,3.0059009230188485,-1.0238152490234376,5.015215325162228,0.40546,1.0
FASLG,0.9528,3.00501112544958,0.39710269897460937,4.263797354936921,0.54426,1.0
GRK4,0.95278,3.0045664953993496,-2.161938115234375,3.1310843069868524,0.24588,1.0
INCENP,0.95276,3.0041220443025534,0.027372071838378906,4.199896128290946,0.50368,1.0
ICOS,0.95272,3.003233678361898,0.46580727416992185,4.402659386902465,0.5549,1.0
NRG2,0.9527,3.0027897632148464,-1.4313810595703125,3.8972590604395765,0.35826,1.0
IL23A,0.95266,3.0019024678107487,-1.42220857421875,3.7106946680987067,0.35056,1.0
F2R,0.95262,3.0010158845868364,-0.987580390625,3.998611635444917,0.40788,1.0
ZBTB16,0.9526,3.0005728596657293,-1.1205120190429687,4.307885983090227,0.40334,1.0
SLC37A4,0.95256,2.999687342453449,-1.0540858154296875,3.9575585276733345,0.38088,1.0
AQP11,0.95246,2.997476649436347,-0.905919228515625,4.535276749566188,0.41326,1.0
SLC14A1,0.95246,2.997476649436347,-0.2367974937438965,4.369770105518322,0.47928,1.0
RGS9,0.95244,2.9970350410682025,-0.07872541469573975,4.622909642106471,0.49126,1.0
LDLRAP1,0.95236,2.9952703700836016,-1.3062103271484375,3.81210364374131,0.3732,1.0
FOXP3,0.95232,2.9943890900075245,-1.288300078125,4.421449142315009,0.38046,1.0
CD40LG,0.95232,2.9943890900075245,-0.8178767895507812,4.5848135418317835,0.4165,1.0
FZD3,0.95232,2.9943890900075245,-0.7703277709960937,4.3106063469490215,0.43666,1.0
ST8SIA1,0.95232,2.9943890900075245,-0.2667588545608521,4.546012644451551,0.48082,1.0
VIPR2,0.95214,2.9904320003225786,-0.6833313342285157,3.941892278205225,0.4295,1.0
LNX1,0.9521,2.9895545668747747,-0.6899581176757813,4.321323580033471,0.43526,1.0
KIF18A,0.95202,2.987801785562504,-1.3089767456054688,3.6580265871473125,0.35808,1.0
PCOLCE,0.95202,2.987801785562504,-1.001383642578125,3.927211232669051,0.39772,1.0
ACSM1,0.95198,2.9869264353742184,0.13868462539672852,4.582998508038004,0.51066,1.0
VAMP1,0.95196,2.9864890198901297,-1.737781025390625,3.54873620197808,0.3119,1.0
IL12RB2,0.95196,2.9864890198901297,0.3180090547180176,4.934423472579381,0.5249,1.0
SERPINE2,0.95194,2.9860517772867867,-0.5721261352539062,4.3823677298618415,0.4448,1.0
MARS2,0.95194,2.9860517772867867,-0.2809088868713379,4.624362038138526,0.48476,1.0
AGMAT,0.95194,2.9860517772867867,-0.02613569887161255,4.70799133325397,0.50428,1.0
PLEKHA5,0.9519,2.9851778101455433,-1.4659638330078124,3.7744599056521375,0.35492,1.0
GZMM,0.95186,2.984304532798702,-1.0762900512695313,4.617422512943583,0.38126,1.0
HBB,0.95182,2.9834319440973376,0.35339782943725584,4.287718777846681,0.53284,1.0
PELI3,0.95174,2.981688828049662,-1.837918095703125,3.3535964841009864,0.29232,1.0
SLC19A2,0.95168,2.9803832902051752,-0.7081275549316406,3.935266208475805,0.4305,1.0
CXCL5,0.95166,2.9799484528681854,-2.255570068359375,3.4841334325907045,0.2653,1.0
IL6,0.95166,2.9799484528681854,1.313377802734375,3.8366980327046365,0.63848,1.0
POLR1A,0.95166,2.9799484528681854,-0.7019620422363281,3.873925697130032,0.42928,1.0
CD9,0.95164,2.979513786267052,-2.668222646484375,2.9022342313789764,0.17946,1.0
CD3E,0.95164,2.979513786267052,-0.95311685546875,4.435521722111319,0.36738,1.0
CRB3,0.95164,2.979513786267052,-0.3302334635925293,4.662358602094404,0.47004,1.0
PCP2,0.95162,2.979079290260195,-1.0326019262695312,4.15312342693598,0.39246,1.0
PTGDS,0.95162,2.979079290260195,0.5448883892822266,4.435522156350413,0.55032,1.0
HPGD,0.9516,2.9786449647062168,-0.8000675830078126,3.9861432188341577,0.42172,1.0
BCL9,0.9516,2.9786449647062168,-0.05798107023239136,3.99910999280555,0.49524,1.0
ACACA,0.95158,2.9782108094638926,-0.7636160205078125,3.9785172758012264,0.42964,1.0
KCNG1,0.9515,2.9764758887927667,-2.0755819921875,3.809515535137896,0.27012,1.0
SLC16A1,0.95142,2.9747436818555055,-1.0130706860351562,4.003943848230611,0.39508,1.0
GNAO1,0.9514,2.9743110530917334,-1.0425932177734376,3.8639615721032126,0.39722,1.0
CCL4,0.9514,2.9743110530917334,0.917894560546875,3.9417099524389103,0.58618,1.0
PARD6B,0.95138,2.973878593236944,0.020666082458496094,3.9585162228382136,0.49992,1.0
PXMP4,0.95136,2.973446302151821,-0.8316607397460938,3.9308648042482304,0.41866,1.0
SYCE1,0.95136,2.973446302151821,-0.7669070043945313,3.6874318974284943,0.41952,1.0
IFNLR1,0.95134,2.9730141796972203,0.34004463806152346,3.7987624778176916,0.5364,1.0
ABCB1,0.95128,2.971718822727682,-0.3812807250213623,4.573093054689811,0.47036,1.0
IL1R2,0.95124,2.9708560920239933,-0.988111748046875,4.2370042871847255,0.40294,1.0
CCL23,0.95124,2.9708560920239933,-0.80950580078125,4.7851581216430565,0.42646,1.0
HOXA1,0.95122,2.970424978440082,-1.0292500146484376,3.919368879699727,0.39996,1.0
S100A12,0.95118,2.969563254118378,-1.055480712890625,4.575845080320235,0.40486,1.0
IGFBP6,0.95118,2.969563254118378,0.7422091577148437,3.9166559172356106,0.57344,1.0
MRM1,0.95114,2.968702199340474,-0.3333504193115234,4.7175650082770275,0.4788,1.0
PLCB2,0.95112,2.9682719226869487,-0.5926790185546875,4.134225334936105,0.44242,1.0
TUBB1,0.95106,2.966982094023331,-0.3425914224243164,4.086734449536853,0.46712,1.0
DERL3,0.95104,2.9665524844452142,-0.14621626229286194,4.08537017141086,0.48202,1.0
PIK3R4,0.951,2.965693764434763,-0.9990957690429687,3.8710116152667946,0.39766,1.0
KCNK12,0.95094,2.964406930242046,-0.5722188293457031,4.012965133916532,0.44794,1.0
ECM1,0.95086,2.962693471155877,-1.836954521484375,3.3210773736749357,0.28864,1.0
GDPD1,0.95086,2.962693471155877,0.12444684288024903,4.086269555687026,0.51044,1.0
TNFRSF18,0.95082,2.9618377333947254,-1.1382435913085938,4.002627975034954,0.39024,1.0
E2F1,0.95082,2.9618377333947254,-0.3895161410522461,4.66140222373963,0.46638,1.0
C1QA,0.9508,2.961410111987776,0.5957305114746094,4.105708145551532,0.5517,1.0
SNAI1,0.95078,2.9609826553839276,-1.0640863818359374,3.8226447017400536,0.38954,1.0
VCAM1,0.95072,2.959701273048979,-0.7371662329101563,4.636016432987706,0.43158,1.0
MAF,0.95072,2.959701273048979,-0.5188613488769531,4.003462179673874,0.45358,1.0
CHRNA6,0.9507,2.95927447431634,1.5436394140625,4.917890063010028,0.62376,1.0
FAAH2,0.9507,2.95927447431634,-0.13958245056152344,4.014052788189293,0.49078,1.0
LCK,0.95068,2.9588478397170217,-1.0608573168945312,4.527148121341551,0.3769,1.0
KLHL3,0.95064,2.9579950623846396,-0.5979442395019531,4.311623075573911,0.4395,1.0
PRKACB,0.95064,2.9579950623846396,-0.5861399658203125,3.937396305559127,0.43636,1.0
MAD2L1,0.95064,2.9579950623846396,-0.43887703063964845,4.182699711173625,0.44672,1.0
ELOVL6,0.95064,2.9579950623846396,0.3823469317626953,4.109593611526163,0.53022,1.0
CROT,0.95056,2.956291471457995,0.8832360009765625,3.915025835365449,0.60772,1.0
PERP,0.95056,2.956291471457995,-0.7678684814453125,4.231328732083206,0.43136,1.0
HS2ST1,0.95052,2.9554406557399022,-1.0703064428710938,3.867625979837131,0.39764,1.0
ST6GALNAC3,0.9505,2.9550154923538394,-0.8997033911132812,3.861938543766817,0.40814,1.0
F12,0.95046,2.9541656538676,-1.991396943359375,3.3874906265890887,0.26676,1.0
CHST10,0.95046,2.9541656538676,-1.1686627221679688,3.949950026931031,0.38954,1.0
CNKSR2,0.95044,2.9537409785038697,0.20037660804748536,4.757735674267475,0.51914,1.0
CENPF,0.95042,2.9533164655509636,-0.6850878100585938,4.430100089375422,0.44146,1.0
IL19,0.95038,2.952467926352259,-1.7835725341796875,3.3756268676639674,0.30406,1.0
EVC2,0.95036,2.9520438998441807,-1.574510361328125,3.456747298790494,0.32086,1.0
CLEC1B,0.95036,2.9520438998441807,-1.1676183764648438,3.792953564308968,0.37414,1.0
SLC27A4,0.95032,2.951196332356062,-1.365608310546875,3.8357417283007744,0.36214,1.0
DOK3,0.9503,2.9507727911146873,-1.57043861328125,3.353111291823277,0.32238,1.0
PITPNM2,0.95026,2.949926192985162,-0.8489559985351562,3.8034007091994235,0.41438,1.0
LRFN3,0.95026,2.949926192985162,-0.8043550244140625,3.81043765256366,0.42122,1.0
DNM3,0.95014,2.9473902640625678,-1.0794793139648438,3.7377548403633285,0.38656,1.0
GALR2,0.95008,2.9461244675142235,0.26033552169799806,4.646069990179036,0.52838,1.0
ADM2,0.94998,2.944018006291926,0.23461664428710938,4.090543428205592,0.52234,1.0
AMY2B,0.94996,2.9435971928462674,-0.19461421077251434,3.8798014250767903,0.4841,1.0
TLR3,0.94994,2.9431765387016777,1.4312352099609376,3.7381280451023304,0.65012,1.0
ZNF442,0.94994,2.9431765387016777,-1.2635091040039061,3.8259928319782888,0.37312,1.0
EFNA5,0.94994,2.9431765387016777,0.12068753143310547,4.149685317068522,0.51042,1.0
RASGRF2,0.94984,2.941075653032872,-0.49731930541992186,4.87684270388708,0.45292,1.0
TNFRSF13B,0.94984,2.941075653032872,-0.12177561632156372,5.043956818487794,0.48978,1.0
IL24,0.94982,2.9406559520196938,-1.0930766479492187,3.7355820910395745,0.3842,1.0
ZNF625,0.9498,2.9402364094173374,-1.439863974609375,3.7604152779642694,0.34564,1.0
NTHL1,0.94978,2.9398170250992335,-1.1137108032226561,4.158628741834278,0.37614,1.0
LAIR2,0.94978,2.9398170250992335,-0.6426031982421875,4.1756988978922935,0.43932,1.0
INSL3,0.94976,2.939397798938964,0.12001302673339843,4.286626559899904,0.5094,1.0
