pathway,n_genes,corr,abs_corr,sign
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,6,,,0
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,1,,,0
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,26,0.17773693799972534,0.17773693799972534,1
REACTOME_DAG_AND_IP3_SIGNALING,8,,,0
REACTOME_DAP12_INTERACTIONS,13,0.5467875003814697,0.5467875003814697,1
REACTOME_DAP12_SIGNALING,12,0.26203233003616333,0.26203233003616333,1
REACTOME_DARPP_32_EVENTS,7,,,0
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,4,,,0
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,22,0.06840311735868454,0.06840311735868454,1
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,12,0.49228161573410034,0.49228161573410034,1
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,16,-0.052942756563425064,0.052942756563425064,-1
REACTOME_DEADENYLATION_OF_MRNA,3,,,0
REACTOME_DEATH_RECEPTOR_SIGNALLING,40,-0.06365092843770981,0.06365092843770981,-1
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,5,,,0
REACTOME_DECTIN_2_FAMILY,5,,,0
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,0,,,0
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,4,,,0
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,1,,,0
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,5,,,0
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,1,,,0
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,1,,,0
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,0,,,0
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,1,,,0
REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5,0,,,0
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,2,,,0
REACTOME_DEFECTIVE_F9_ACTIVATION,2,,,0
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B,2,,,0
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A,2,,,0
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC,2,,,0
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,7,,,0
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3,0,,,0
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS,1,,,0
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,1,,,0
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,1,,,0
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,3,,,0
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,4,,,0
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS,5,,,0
REACTOME_DEFENSINS,2,,,0
REACTOME_DEGRADATION_OF_AXIN,7,,,0
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,12,0.3493824899196625,0.3493824899196625,1
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,5,,,0
REACTOME_DEGRADATION_OF_DVL,6,,,0
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,7,,,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,24,0.0521116778254509,0.0521116778254509,1
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,6,,,0
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,8,,,0
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,1,,,0
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,5,,,0
REACTOME_DEUBIQUITINATION,53,-0.17752611637115479,0.17752611637115479,-1
REACTOME_DEVELOPMENTAL_BIOLOGY,172,0.09807932376861572,0.09807932376861572,1
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,0,,,0
REACTOME_DIGESTION,1,,,0
REACTOME_DIGESTION_AND_ABSORPTION,2,,,0
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,1,,,0
REACTOME_DIGESTION_OF_DIETARY_LIPID,0,,,0
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,2,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,7,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,6,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,6,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,9,,,0
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,1,,,0
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR,3,,,0
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,9,,,0
REACTOME_DISEASES_OF_DNA_REPAIR,10,0.00587038230150938,0.00587038230150938,1
REACTOME_DISEASES_OF_GLYCOSYLATION,28,-0.17553895711898804,0.17553895711898804,-1
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,10,0.32607603073120117,0.32607603073120117,1
REACTOME_DISEASES_OF_METABOLISM,47,0.23427298665046692,0.23427298665046692,1
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,1,,,0
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,15,0.19579340517520905,0.19579340517520905,1
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,13,-0.33549821376800537,0.33549821376800537,-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,85,-0.04492596536874771,0.04492596536874771,-1
REACTOME_DISINHIBITION_OF_SNARE_FORMATION,0,,,0
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,30,-0.08261622488498688,0.08261622488498688,-1
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,4,,,0
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,4,,,0
REACTOME_DNA_DAMAGE_BYPASS,16,0.4540117681026459,0.4540117681026459,1
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,17,-0.1138819083571434,0.1138819083571434,-1
REACTOME_DNA_DAMAGE_REVERSAL,2,,,0
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,5,,,0
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,36,0.042713966220617294,0.042713966220617294,1
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,8,,,0
REACTOME_DNA_METHYLATION,0,,,0
REACTOME_DNA_REPAIR,80,0.11811091005802155,0.11811091005802155,1
REACTOME_DNA_REPLICATION,35,-0.12029242515563965,0.12029242515563965,-1
REACTOME_DNA_REPLICATION_INITIATION,3,,,0
REACTOME_DNA_REPLICATION_PRE_INITIATION,19,0.05997367203235626,0.05997367203235626,1
REACTOME_DNA_STRAND_ELONGATION,14,-0.1941068470478058,0.1941068470478058,-1
REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT,1,,,0
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,2,,,0
REACTOME_DOPAMINE_RECEPTORS,0,,,0
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,5,,,0
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,7,,,0
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,3,,,0
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,8,,,0
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,8,,,0
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,12,-0.4077359735965729,0.4077359735965729,-1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,6,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,5,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,4,,,0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,4,,,0
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,10,-0.3724156618118286,0.3724156618118286,-1
REACTOME_DSCAM_INTERACTIONS,2,,,0
REACTOME_DUAL_INCISION_IN_GG_NER,18,0.16821491718292236,0.16821491718292236,1
REACTOME_DUAL_INCISION_IN_TC_NER,23,0.26236870884895325,0.26236870884895325,1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,4,,,0
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,8,,,0
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,14,-0.33721184730529785,0.33721184730529785,-1
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,3,,,0
REACTOME_ECM_PROTEOGLYCANS,15,-0.5484594106674194,0.5484594106674194,-1
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,7,,,0
REACTOME_EGFR_DOWNREGULATION,7,,,0
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,3,,,0
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,1,,,0
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,6,,,0
REACTOME_EICOSANOIDS,0,,,0
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,6,,,0
REACTOME_ELASTIC_FIBRE_FORMATION,7,,,0
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,0,,,0
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,4,,,0
REACTOME_ENDOGENOUS_STEROLS,3,,,0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,4,,,0
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,3,,,0
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,4,,,0
REACTOME_ENOS_ACTIVATION,2,,,0
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,7,,,0
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,6,,,0
REACTOME_EPHRIN_SIGNALING,3,,,0
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,8,,,0
REACTOME_EPH_EPHRIN_SIGNALING,14,-0.11186844110488892,0.11186844110488892,-1
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,24,0.5201035737991333,0.5201035737991333,1
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,5,,,0
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,4,,,0
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,6,,,0
REACTOME_ERKS_ARE_INACTIVATED,1,,,0
REACTOME_ERK_MAPK_TARGETS,4,,,0
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,5,,,0
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,5,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,6,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG,3,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,4,,,0
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5,3,,,0
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,4,,,0
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,24,-0.025060618296265602,0.025060618296265602,-1
REACTOME_ESR_MEDIATED_SIGNALING,50,-0.14448592066764832,0.14448592066764832,-1
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,4,,,0
REACTOME_ESTROGEN_BIOSYNTHESIS,0,,,0
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,29,0.08576525747776031,0.08576525747776031,1
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,8,,,0
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ,2,,,0
REACTOME_ETHANOL_OXIDATION,1,,,0
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,5,,,0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,14,0.43157923221588135,0.43157923221588135,1
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,10,-0.16146942973136902,0.16146942973136902,-1
REACTOME_EXTENSION_OF_TELOMERES,21,0.16013330221176147,0.16013330221176147,1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,54,0.28291043639183044,0.28291043639183044,1
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,25,0.019426969811320305,0.019426969811320305,1
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0,,,0
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,37,-0.07392328232526779,0.07392328232526779,-1
REACTOME_FANCONI_ANEMIA_PATHWAY,11,0.48988455533981323,0.48988455533981323,1
REACTOME_FASL_CD95L_SIGNALING,3,,,0
REACTOME_FATTY_ACIDS,0,,,0
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,1,,,0
REACTOME_FATTY_ACID_METABOLISM,37,-0.22572465240955353,0.22572465240955353,-1
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,10,0.39660605788230896,0.39660605788230896,1
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER,0,,,0
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,12,0.06728838384151459,0.06728838384151459,1
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,10,0.13680630922317505,0.13680630922317505,1
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,13,-0.1796843558549881,0.1796843558549881,-1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,18,-0.397737592458725,0.397737592458725,-1
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,12,-0.14114177227020264,0.14114177227020264,-1
REACTOME_FCGR_ACTIVATION,5,,,0
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,32,-0.01270396076142788,0.01270396076142788,-1
REACTOME_FERTILIZATION,5,,,0
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,2,,,0
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,6,,,0
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,3,,,0
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR2_ALTERNATIVE_SPLICING,6,,,0
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,4,,,0
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,6,,,0
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,1,,,0
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,2,,,0
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,1,,,0
REACTOME_FIBRONECTIN_MATRIX_FORMATION,0,,,0
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,,,0
REACTOME_FLT3_SIGNALING,14,0.09120067209005356,0.09120067209005356,1
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS,3,,,0
REACTOME_FLT3_SIGNALING_IN_DISEASE,12,-0.27634385228157043,0.27634385228157043,-1
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES,3,,,0
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,3,,,0
REACTOME_FORMATION_OF_APOPTOSOME,0,,,0
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0,,,0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,8,,,0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,15,0.3005838394165039,0.3005838394165039,1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,16,0.13859893381595612,0.13859893381595612,1
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,1,,,0
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,13,0.30064937472343445,0.30064937472343445,1
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,10,0.1210792139172554,0.1210792139172554,1
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,8,,,0
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,9,,,0
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,5,,,0
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,0,,,0
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,3,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,17,0.09861823171377182,0.09861823171377182,1
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,4,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,8,,,0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,6,,,0
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,1,,,0
REACTOME_FREE_FATTY_ACID_RECEPTORS,0,,,0
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,3,,,0
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,3,,,0
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,2,,,0
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,2,,,0
REACTOME_FRUCTOSE_CATABOLISM,1,,,0
REACTOME_FRUCTOSE_METABOLISM,1,,,0
REACTOME_G0_AND_EARLY_G1,11,-0.019539402797818184,0.019539402797818184,-1
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,7,,,0
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,13,0.4834953844547272,0.4834953844547272,1
REACTOME_G2_M_CHECKPOINTS,24,0.04426191374659538,0.04426191374659538,1
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,12,-0.3506391644477844,0.3506391644477844,-1
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,0,,,0
REACTOME_G2_PHASE,1,,,0
REACTOME_GAB1_SIGNALOSOME,3,,,0
REACTOME_GABA_B_RECEPTOR_ACTIVATION,11,0.08114398270845413,0.08114398270845413,1
REACTOME_GABA_RECEPTOR_ACTIVATION,12,0.4992898106575012,0.4992898106575012,1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,1,,,0
REACTOME_GALACTOSE_CATABOLISM,3,,,0
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,13,0.23203995823860168,0.23203995823860168,1
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,1,,,0
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,10,-0.0782117173075676,0.0782117173075676,-1
REACTOME_GAP_JUNCTION_ASSEMBLY,3,,,0
REACTOME_GAP_JUNCTION_DEGRADATION,2,,,0
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,5,,,0
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,2,,,0
REACTOME_GDP_FUCOSE_BIOSYNTHESIS,1,,,0
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,17,0.4449169337749481,0.4449169337749481,1
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,7,,,0
REACTOME_GENE_SILENCING_BY_RNA,21,0.259040892124176,0.259040892124176,1
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,1,,,0
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,31,-0.2092822790145874,0.2092822790145874,-1
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,15,-0.1246042475104332,0.1246042475104332,-1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,11,0.0762401893734932,0.0762401893734932,1
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,12,0.28260722756385803,0.28260722756385803,1
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,0,,,0
REACTOME_GLUCONEOGENESIS,6,,,0
REACTOME_GLUCOSE_METABOLISM,18,0.2106880396604538,0.2106880396604538,1
REACTOME_GLUCURONIDATION,0,,,0
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,2,,,0
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,3,,,0
REACTOME_GLUTATHIONE_CONJUGATION,8,,,0
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,2,,,0
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,26,-0.028803449124097824,0.028803449124097824,-1
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,3,,,0
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,4,,,0
REACTOME_GLYCOGEN_METABOLISM,8,,,0
REACTOME_GLYCOGEN_STORAGE_DISEASES,6,,,0
REACTOME_GLYCOGEN_SYNTHESIS,6,,,0
REACTOME_GLYCOLYSIS,14,0.11758588999509811,0.11758588999509811,1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,19,-0.04656950384378433,0.04656950384378433,-1
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,7,,,0
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,7,,,0
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,15,0.1369367092847824,0.1369367092847824,1
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0,,,0
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,24,-0.46166375279426575,0.46166375279426575,-1
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,4,,,0
REACTOME_GPCR_LIGAND_BINDING,92,0.035156089812517166,0.035156089812517166,1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,10,0.320185124874115,0.320185124874115,1
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,4,,,0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,2,,,0
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,3,,,0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,6,,,0
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,27,-0.033115603029727936,0.033115603029727936,-1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,79,0.3439725935459137,0.3439725935459137,1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,52,-0.036840181797742844,0.036840181797742844,-1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,26,0.3798970580101013,0.3798970580101013,1
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,13,-0.1711246222257614,0.1711246222257614,-1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,8,,,0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,9,,,0
REACTOME_G_PROTEIN_ACTIVATION,9,,,0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,10,-0.10773713886737823,0.10773713886737823,-1
REACTOME_G_PROTEIN_MEDIATED_EVENTS,9,,,0
REACTOME_HATS_ACETYLATE_HISTONES,26,0.333119660615921,0.333119660615921,1
REACTOME_HCMV_EARLY_EVENTS,20,0.18787048757076263,0.18787048757076263,1
REACTOME_HCMV_INFECTION,24,-0.07030418515205383,0.07030418515205383,-1
REACTOME_HCMV_LATE_EVENTS,13,0.21705801784992218,0.21705801784992218,1
REACTOME_HDACS_DEACETYLATE_HISTONES,12,-0.28106310963630676,0.28106310963630676,-1
REACTOME_HDL_ASSEMBLY,2,,,0
REACTOME_HDL_CLEARANCE,1,,,0
REACTOME_HDL_REMODELING,4,,,0
REACTOME_HDMS_DEMETHYLATE_HISTONES,6,,,0
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,21,0.24597783386707306,0.24597783386707306,1
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,3,,,0
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,12,-0.8334622979164124,0.8334622979164124,-1
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,4,,,0
REACTOME_HEDGEHOG_OFF_STATE,18,-0.013484802097082138,0.013484802097082138,-1
REACTOME_HEDGEHOG_ON_STATE,11,-0.44632360339164734,0.44632360339164734,-1
REACTOME_HEME_BIOSYNTHESIS,3,,,0
REACTOME_HEME_DEGRADATION,2,,,0
REACTOME_HEME_SIGNALING,14,0.6531379222869873,0.6531379222869873,1
REACTOME_HEMOSTASIS,146,-0.3786275088787079,0.3786275088787079,-1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,9,,,0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS,1,,,0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,1,,,0
