,lfc_mean,proba_de
ALS2CL,-0.0035896143,0.0035896143
AMFR,0.004993364,0.004993364
AMPH,-0.002193509,0.002193509
AMT,0.005644404,0.005644404
AMY2B,-5.7008583e-07,5.7008583e-07
ANAPC1,0.0011091735,0.0011091735
ANAPC10,0.0042112693,0.0042112693
ANAPC5,-0.03407581,0.03407581
ANGPT2,-0.0063502155,0.0063502155
ANKH,-0.05996927,0.05996927
ANKRD26,-0.01909824,0.01909824
ANLN,0.0023787913,0.0023787913
ANO9,0.00037216512,0.00037216512
ANXA1,0.37605464,0.37605464
ANXA5,-0.015904665,0.015904665
AP3B1,0.008905508,0.008905508
AP3M1,-0.00021672621,0.00021672621
AP4B1,0.0041951314,0.0041951314
APBB1,-0.015608935,0.015608935
APEH,-0.024100568,0.024100568
APOA1,-0.0021661003,0.0021661003
APOBEC3A,1.1164124,1.1164124
APOBEC3B,0.38091865,0.38091865
APOBEC3C,0.04279969,0.04279969
APOBEC3G,0.20833945,0.20833945
APOBEC3H,0.008994475,0.008994475
APOD,0.0,0.0
APOE,-0.00087335537,0.00087335537
APOM,-0.0027279414,0.0027279414
APOO,0.025918372,0.025918372
APP,0.0036145449,0.0036145449
APPL1,0.04312928,0.04312928
AQP10,0.0,0.0
AQP11,0.0037671302,0.0037671302
AQP3,-0.047778927,0.047778927
ARAP2,0.06134838,0.06134838
ARC,0.0,0.0
AREG,-0.0018586041,0.0018586041
ARFRP1,0.0016107485,0.0016107485
ARHGAP11A,-0.001958385,0.001958385
ARHGAP12,-0.0014206041,0.0014206041
ARHGAP24,-0.0051723383,0.0051723383
ARHGAP6,0.0017465743,0.0017465743
ARHGEF1,-0.104194656,0.104194656
ARHGEF10,0.0,0.0
ARHGEF12,0.0008266112,0.0008266112
ARHGEF18,0.00027612736,0.00027612736
ARHGEF19,-0.0024806913,0.0024806913
ARHGEF26,-0.0033453351,0.0033453351
ARHGEF28,-0.0022557313,0.0022557313
ARHGEF35,-0.0002182324,0.0002182324
ARHGEF4,0.0,0.0
ARHGEF40,0.00047961343,0.00047961343
ARHGEF7,-0.010126767,0.010126767
ARHGEF9,-0.026046567,0.026046567
ARID4A,-0.015593298,0.015593298
ARID4B,0.030860454,0.030860454
ARID5B,0.053438023,0.053438023
ARL1,0.0058485344,0.0058485344
ARSD,-0.0013521193,0.0013521193
ARSG,0.00046316534,0.00046316534
ARV1,0.0064431615,0.0064431615
ASB8,7.598102e-05,7.598102e-05
ASCC1,-0.0060628094,0.0060628094
ASNS,0.012468338,0.012468338
ASPSCR1,-0.0098547675,0.0098547675
ASXL2,-0.00022840686,0.00022840686
ATF1,-0.004042208,0.004042208
ATF2,0.005307436,0.005307436
ATF6,-0.009013742,0.009013742
ATF7IP,0.007857922,0.007857922
ATG10,0.0123787355,0.0123787355
ATG16L1,0.001533933,0.001533933
ATG4A,0.018164527,0.018164527
ATG4B,-0.013716869,0.013716869
ATIC,0.017072186,0.017072186
ATP11B,-0.00040335394,0.00040335394
ATP1A3,-0.00461091,0.00461091
ATP1B1,0.0005207411,0.0005207411
ATP2B4,0.012304705,0.012304705
ATP6V0A4,-0.0020533015,0.0020533015
ATP6V0E2,-0.017820228,0.017820228
ATP6V1E2,0.006128746,0.006128746
ATP6V1G2,0.0,0.0
ATP6V1H,0.065661035,0.065661035
ATP8A1,-0.008405041,0.008405041
ATP8A2,-0.0022519669,0.0022519669
ATP8B3,-0.0012015327,0.0012015327
ATR,0.017214486,0.017214486
ATRX,-0.036232382,0.036232382
AUH,0.0030104183,0.0030104183
AUTS2,-0.005734384,0.005734384
AVP,0.0,0.0
B2M,0.34697056,0.34697056
B3GALT4,-0.02292972,0.02292972
B3GAT1,0.0012281812,0.0012281812
B3GAT3,-0.034892775,0.034892775
B3GNT7,0.002025374,0.002025374
B3GNTL1,0.006981251,0.006981251
B4GALT7,-0.017784618,0.017784618
BACE1,0.0,0.0
BAG3,0.0038847513,0.0038847513
BAG5,0.0127939135,0.0127939135
BAMBI,-0.0017837908,0.0017837908
BASP1,0.03047676,0.03047676
BATF,-0.0106668845,0.0106668845
BAZ1B,0.0036495328,0.0036495328
BAZ2A,-0.0075881667,0.0075881667
BBC3,-0.03190111,0.03190111
BBIP1,0.00014105067,0.00014105067
BBS1,-0.0037306144,0.0037306144
BBS10,0.0014802285,0.0014802285
BBS4,0.0010780208,0.0010780208
BBS5,-0.00028529274,0.00028529274
BBS7,0.010310546,0.010310546
BCAS2,-0.039387003,0.039387003
BCDIN3D,-0.016535724,0.016535724
BCKDHB,-0.0019613248,0.0019613248
BCL11A,0.022637049,0.022637049
BCL2,0.012086391,0.012086391
BCL2A1,0.02655936,0.02655936
BCL2L11,-0.0005869679,0.0005869679
BCL9,0.0016691802,0.0016691802
BCL9L,-0.0023171268,0.0023171268
BDH1,0.00030192407,0.00030192407
BDH2,-0.03262666,0.03262666
BDP1,-0.02515161,0.02515161
BEGAIN,0.0018128991,0.0018128991
BEST4,-0.002121353,0.002121353
BHLHE40,-0.016741782,0.016741782
BHLHE41,-0.0014264757,0.0014264757
BICD1,0.0011079023,0.0011079023
BIRC3,-0.009893715,0.009893715
BLK,-0.012281587,0.012281587
BLM,-0.0051486315,0.0051486315
BLMH,0.03810002,0.03810002
BLNK,0.014562003,0.014562003
BLOC1S6,-0.031115137,0.031115137
BMS1,-0.010682691,0.010682691
BNIP1,0.0017960612,0.0017960612
BNIP2,-0.014672101,0.014672101
BRAF,-0.011381788,0.011381788
BRD1,9.472761e-05,9.472761e-05
BRF1,-0.014227795,0.014227795
BRF2,-0.0029014964,0.0029014964
BTLA,0.010244735,0.010244735
BTN2A2,-0.00410928,0.00410928
BTN3A1,0.009281866,0.009281866
BTN3A2,0.0053848773,0.0053848773
BTN3A3,0.02484402,0.02484402
BUB1,0.0030162649,0.0030162649
BUB1B,0.0023007893,0.0023007893
BYSL,-0.008457052,0.008457052
C1QA,0.007087793,0.007087793
C1QB,0.0064538214,0.0064538214
C1QC,0.0032313617,0.0032313617
C1orf35,-0.017856441,0.017856441
C2CD3,0.0061505567,0.0061505567
C2orf49,-0.0017090254,0.0017090254
C3AR1,0.20596269,0.20596269
C4BPB,0.0035507854,0.0035507854
CA1,0.007990358,0.007990358
CA13,-0.0032657483,0.0032657483
CA2,-0.009082228,0.009082228
CA5B,-0.010185654,0.010185654
CA6,-0.002512239,0.002512239
CABIN1,-0.011487847,0.011487847
CACNB2,0.0021313303,0.0021313303
CADM1,0.0052412366,0.0052412366
CALU,-0.031699933,0.031699933
CAMK2D,0.001220582,0.001220582
CAND1,0.0056788176,0.0056788176
CAPN10,0.0005604164,0.0005604164
CAPN12,-0.005625846,0.005625846
CAPN7,-0.016873851,0.016873851
CASP2,-0.0014243801,0.0014243801
CASP3,0.062349416,0.062349416
CASP8,0.07983285,0.07983285
CATSPER1,-0.03983848,0.03983848
CBLB,-0.036870025,0.036870025
CBR3,0.007007651,0.007007651
CBX1,-0.0075252317,0.0075252317
CBX8,-0.0014492045,0.0014492045
CCDC59,0.014706001,0.014706001
CCDC88C,0.009796094,0.009796094
CCL13,0.008720591,0.008720591
CCL19,-0.0014385048,0.0014385048
CCL2,0.7380004,0.7380004
CCL20,-0.010398131,0.010398131
CCL22,-0.01174751,0.01174751
CCL23,0.0009969336,0.0009969336
CCL28,0.004209373,0.004209373
CCL3,0.32092673,0.32092673
CCL3L1,0.008419439,0.008419439
CCL4,0.24093318,0.24093318
CCL5,-0.036321998,0.036321998
CCL7,0.35494077,0.35494077
CCND1,0.0045082215,0.0045082215
CCND2,0.0023735538,0.0023735538
CCNE1,-0.0035922977,0.0035922977
CCNF,-0.0034423638,0.0034423638
CCR3,0.0,0.0
CCR4,-8.411892e-05,8.411892e-05
CCR6,0.009164451,0.009164451
CCR7,0.2575847,0.2575847
CCR9,-0.004642386,0.004642386
CCT2,-0.047421604,0.047421604
CD14,-0.46068916,0.46068916
CD160,-0.004745231,0.004745231
CD19,-0.0017555784,0.0017555784
CD1D,0.009839956,0.009839956
CD2,-0.058769226,0.058769226
CD200,-0.017214617,0.017214617
CD207,-0.0014018759,0.0014018759
CD244,0.015534929,0.015534929
CD247,0.003890127,0.003890127
CD27,-0.14605871,0.14605871
CD300A,0.030127842,0.030127842
CD320,-0.0027978271,0.0027978271
CD38,0.39819002,0.39819002
CD3E,-0.1825231,0.1825231
CD3G,-0.025524199,0.025524199
CD40LG,-0.014847962,0.014847962
CD52,-0.24473625,0.24473625
CD55,-0.048776,0.048776
CD70,-0.003826892,0.003826892
CD72,0.004815573,0.004815573
CD74,0.06534815,0.06534815
CD79A,-0.07796645,0.07796645
CD79B,-0.087709576,0.087709576
CD8A,-0.052563787,0.052563787
CD8B,-0.014568225,0.014568225
CD9,-0.22499347,0.22499347
CD96,-0.06939228,0.06939228
CDC14B,0.0019352931,0.0019352931
CDC16,-0.012919057,0.012919057
CDC23,0.012878241,0.012878241
CDC34,-0.010839082,0.010839082
CDC37L1,-0.029227935,0.029227935
CDC40,-0.054590248,0.054590248
CDC5L,-0.031152394,0.031152394
CDIPT,-0.03829564,0.03829564
CDK13,-0.009302201,0.009302201
CDK19,-0.01698141,0.01698141
CDK4,0.0009443164,0.0009443164
CDK6,0.0076128193,0.0076128193
CDK7,0.02046322,0.02046322
CDK8,0.009458448,0.009458448
CDKN2C,-0.009856791,0.009856791
CDKN2D,0.028877668,0.028877668
CEBPD,0.08154385,0.08154385
CENPC,-0.0065255538,0.0065255538
CENPF,-0.0154559435,0.0154559435
CENPJ,0.012334624,0.012334624
CENPL,0.011056009,0.011056009
CENPT,-0.013852147,0.013852147
CEP135,-0.02248976,0.02248976
CEP250,-0.0030212775,0.0030212775
CEP57,-0.038715012,0.038715012
CEP63,0.009890031,0.009890031
CEP76,0.0013758186,0.0013758186
CEP78,0.008711876,0.008711876
CERS2,-0.019793496,0.019793496
CERS4,-0.025043692,0.025043692
CES2,-0.01719588,0.01719588
CFD,0.07214734,0.07214734
CFP,-0.10289794,0.10289794
CH25H,0.043325815,0.043325815
CHAC2,0.009338332,0.009338332
CHCHD4,0.015956454,0.015956454
CHD1,0.0011942685,0.0011942685
CHD3,-0.015822921,0.015822921
CHD8,0.013751071,0.013751071
CHGB,0.0,0.0
CHID1,-0.033703577,0.033703577
CHL1,0.0,0.0
CHMP1A,0.0039201155,0.0039201155
CHN1,-0.0039034458,0.0039034458
CHN2,0.0029520679,0.0029520679
CHPT1,-0.017292015,0.017292015
CHRNA6,0.0030568303,0.0030568303
CHRNE,-0.0055537396,0.0055537396
CHST10,-0.0014454476,0.0014454476
CHST12,0.3224023,0.3224023
CHTF18,-0.009637076,0.009637076
CHTOP,0.013541698,0.013541698
CIAO1,0.014811769,0.014811769
CIDEC,0.0,0.0
CITED2,0.00722906,0.00722906
CKAP5,-0.009747945,0.009747945
CLASP1,-0.010048015,0.010048015
CLASP2,-0.0018326286,0.0018326286
CLCN6,-0.0031338711,0.0031338711
CLDN5,0.0019403421,0.0019403421
CLEC1B,-0.0016106998,0.0016106998
CLEC2B,0.25011286,0.25011286
CLEC2D,0.36538187,0.36538187
CLEC4C,0.0111727845,0.0111727845
CLEC4E,0.03716126,0.03716126
CLEC5A,-0.25723204,0.25723204
CLINT1,-0.019461982,0.019461982
CLP1,-0.004471779,0.004471779
CLU,0.008252155,0.008252155
CLUAP1,0.009825043,0.009825043
CMC2,0.067644134,0.067644134
CNKSR2,1.9568484e-05,1.9568484e-05
CNOT6L,0.024529226,0.024529226
CNTRL,0.03485509,0.03485509
COA1,-0.021655254,0.021655254
COA4,-0.017575942,0.017575942
COG3,-0.0027366877,0.0027366877
COG5,-0.007283737,0.007283737
COL11A2,0.0,0.0
COL15A1,0.0,0.0
COL19A1,-0.011348859,0.011348859
COL1A1,0.0,0.0
COL23A1,-6.911997e-05,6.911997e-05
COL6A2,-0.0003399077,0.0003399077
COL6A3,0.0,0.0
COL9A3,-0.012807367,0.012807367
COLGALT2,-0.003573815,0.003573815
COMMD3,-0.087095365,0.087095365
COPRS,-0.014341833,0.014341833
COPS7B,-0.02977471,0.02977471
COPZ2,0.001642804,0.001642804
COQ10A,-0.016754499,0.016754499
COQ3,-0.003963556,0.003963556
COQ5,-0.012529951,0.012529951
COQ6,-0.0018224623,0.0018224623
COQ7,0.0027656816,0.0027656816
COQ9,-0.010956652,0.010956652
COX11,-0.047374863,0.047374863
COX19,-0.058390044,0.058390044
COX5A,0.048441797,0.048441797
CPNE1,-0.04235579,0.04235579
CPNE3,0.028733045,0.028733045
CPNE7,-0.035368904,0.035368904
CPSF4,0.00016607717,0.00016607717
CPSF7,-0.021348469,0.021348469
CRAT,0.00554337,0.00554337
CRB3,-0.0066769226,0.0066769226
CRBN,-0.031664908,0.031664908
CRCP,0.012348622,0.012348622
CREB3L4,-0.00915234,0.00915234
CRHR1,0.0,0.0
CRKL,-0.01431481,0.01431481
CRLS1,-0.019779526,0.019779526
CRNKL1,-0.020024996,0.020024996
CROT,0.003257201,0.003257201
CRY1,-0.022027217,0.022027217
CRY2,-0.012724198,0.012724198
CRYM,0.0013861568,0.0013861568
CSAD,0.0038817152,0.0038817152
CSF2,-0.0021410217,0.0021410217
CSNK1E,-0.020363651,0.020363651
CSRP1,-0.01715797,0.01715797
CST3,0.23063028,0.23063028
CSTF2,-0.007882563,0.007882563
CSTF2T,0.005055696,0.005055696
CSTF3,0.010647856,0.010647856
CTC1,-0.0037795797,0.0037795797
CTCF,-0.014714569,0.014714569
CTDSP2,-0.014676556,0.014676556
CTF1,0.0,0.0
CTH,0.0023827972,0.0023827972
CTLA4,0.019272575,0.019272575
CTPS1,0.0032774843,0.0032774843
CTR9,-0.03158056,0.03158056
CTSA,-0.090853095,0.090853095
CTSC,0.46808505,0.46808505
CTSD,-0.06801438,0.06801438
CTSF,-0.006729802,0.006729802
CTSL,0.17947769,0.17947769
CTSW,-0.016943663,0.016943663
CTTN,0.0017941786,0.0017941786
CUL2,-0.012110125,0.012110125
CUL4B,0.00889901,0.00889901
CUTC,-0.067938134,0.067938134
CWC22,-0.022935428,0.022935428
CWC27,-0.0031581596,0.0031581596
CX3CR1,-0.0031913752,0.0031913752
CXCL1,-0.07737763,0.07737763
CXCL10,1.9121782,1.9121782
CXCL11,0.959536,0.959536
CXCL13,0.003242761,0.003242761
CXCL16,-0.113405764,0.113405764
CXCL2,-0.1053299,0.1053299
CXCL3,-0.18215051,0.18215051
CXCL5,-0.005238303,0.005238303
CXCL9,0.03385326,0.03385326
CXCR3,-0.034177735,0.034177735
CXCR4,-0.4226519,0.4226519
CXCR5,0.0063835327,0.0063835327
CXCR6,0.019931916,0.019931916
CXXC1,-0.011090301,0.011090301
CXXC5,-0.028418228,0.028418228
CYB5B,0.0073642135,0.0073642135
CYFIP2,-0.000705529,0.000705529
CYGB,-0.0060267597,0.0060267597
CYP1B1,-0.120865986,0.120865986
CYP2R1,-0.0042348355,0.0042348355
CYP4V2,-0.008734303,0.008734303
CYSLTR1,-0.0008704588,0.0008704588
CYSLTR2,0.0011954976,0.0011954976
DAAM1,-0.025499402,0.025499402
DACT1,0.0042436966,0.0042436966
DAPK2,-0.009567158,0.009567158
DARS2,-0.0036863857,0.0036863857
DBP,-0.0040078005,0.0040078005
DCAF16,-0.013394162,0.013394162
DCAF7,-0.0023364127,0.0023364127
DCLRE1A,-0.0019404126,0.0019404126
DCLRE1C,0.014200907,0.014200907
DCP1A,0.037789166,0.037789166
DCP1B,-0.0008929372,0.0008929372
DCPS,0.013587363,0.013587363
DCSTAMP,-0.001190165,0.001190165
DCUN1D1,-0.015143391,0.015143391
DCUN1D2,-0.0028443278,0.0028443278
DCUN1D4,-0.009495889,0.009495889
DDB1,-0.014510069,0.014510069
DDHD1,0.015046217,0.015046217
DDHD2,-0.008615016,0.008615016
DDIT4,-0.1140545,0.1140545
DDOST,-0.090855435,0.090855435
DDR2,0.0,0.0
DDRGK1,-0.046079397,0.046079397
DDX20,0.01484412,0.01484412
DDX42,-0.0122809,0.0122809
DDX52,-0.0076479726,0.0076479726
DDX6,-0.02641499,0.02641499
DEDD2,-0.04507167,0.04507167
DEF6,-0.06332221,0.06332221
DEFB1,0.31404182,0.31404182
DEGS1,0.0039622188,0.0039622188
DEGS2,-0.00184086,0.00184086
DENND3,-0.017173119,0.017173119
DENND4C,-0.007150537,0.007150537
DENND5B,-0.0010153393,0.0010153393
DEPDC1B,0.0,0.0
DERL3,-0.0041227876,0.0041227876
DET1,0.010917012,0.010917012
DFFA,-0.017331645,0.017331645
DGKD,-0.009123383,0.009123383
DGKQ,0.00013202336,0.00013202336
DHCR7,-0.003748686,0.003748686
DHODH,0.0041105384,0.0041105384
DHRS7B,-0.0050746836,0.0050746836
DHX15,-0.02117946,0.02117946
DIDO1,-0.020774538,0.020774538
DIMT1,0.015138604,0.015138604
DLG1,-0.0033385865,0.0033385865
DNAJB1,-0.030041844,0.030041844
DNAJB6,0.12503397,0.12503397
DNAJC24,0.008262988,0.008262988
DNM3,0.0016266118,0.0016266118
DOK2,-0.078168124,0.078168124
DOK3,-0.020447109,0.020447109
DOLK,-0.007674098,0.007674098
DPH2,0.012824358,0.012824358
DPH7,0.012530392,0.012530392
DPM2,0.035587102,0.035587102
DPP4,0.016852802,0.016852802
DROSHA,-0.00094215665,0.00094215665
DSP,0.0020190075,0.0020190075
DTX4,-0.0030309558,0.0030309558
DUS2,-0.023061192,0.023061192
DUSP1,-0.17117935,0.17117935
DUSP16,-0.015452987,0.015452987
DUSP2,-0.0052801967,0.0052801967
DUSP4,-0.04444708,0.04444708
DVL2,-0.002997443,0.002997443
DYNC2LI1,-0.008876914,0.008876914
DYNLRB2,0.0,0.0
DYRK2,0.0067148325,0.0067148325
E2F1,-0.0063669574,0.0063669574
E2F5,0.0041002436,0.0041002436
E2F6,-0.011549745,0.011549745
EAF2,0.024771925,0.024771925
EBP,-0.03339892,0.03339892
ECE1,0.028151182,0.028151182
ECI2,-0.040161237,0.040161237
ECM1,-0.003395163,0.003395163
EDAR,-0.0013337769,0.0013337769
EDN1,0.041139152,0.041139152
EEA1,-0.003745433,0.003745433
EED,-0.009613179,0.009613179
EEF1E1,-0.027807176,0.027807176
EEF2K,0.0,0.0
EEFSEC,-0.01751094,0.01751094
EFCAB7,0.0011574905,0.0011574905
EFNA3,-0.003193307,0.003193307
EFNA5,0.0,0.0
EGF,0.0,0.0
EGLN1,-0.0182742,0.0182742
EGR2,-0.009379791,0.009379791
EGR4,0.0020693731,0.0020693731
EHD3,-0.0019012442,0.0019012442
EHHADH,0.0,0.0
EHMT1,-0.013760902,0.013760902
EHMT2,-0.002842322,0.002842322
EIF2AK1,0.0020384043,0.0020384043
EIF2B1,-0.03266948,0.03266948
EIF2B3,-0.017930878,0.017930878
EIF2B4,-0.019098368,0.019098368
EIF2B5,-0.032367624,0.032367624
EIF3B,-0.00842718,0.00842718
EIF4EBP1,-0.05843708,0.05843708
EIF5,-0.01071763,0.01071763
EIF5A,0.016372561,0.016372561
EIF5A2,0.0018647052,0.0018647052
EIF5B,0.00069233775,0.00069233775
ELF2,-0.032103717,0.032103717
ELL,-0.008971442,0.008971442
ELL2,0.004803544,0.004803544
ELMO1,0.02460447,0.02460447
ELOVL4,0.0038448544,0.0038448544
ELOVL5,-0.0064010695,0.0064010695
ELOVL6,0.0,0.0
ELP2,0.0011389181,0.0011389181
ELP3,0.006582396,0.006582396
ELP4,0.0057571344,0.0057571344
ELP5,-0.03612846,0.03612846
ELP6,-0.029056448,0.029056448
EMB,0.029354244,0.029354244
EMILIN1,-0.0014264757,0.0014264757
ENAH,0.0,0.0
ENOPH1,-0.004604146,0.004604146
ENPP4,0.008528119,0.008528119
ENSA,-0.060167998,0.060167998
ENTPD4,0.0075599104,0.0075599104
EOMES,-0.0075764637,0.0075764637
EPAS1,-0.0006691897,0.0006691897
EPB41,0.0005150959,0.0005150959
EPB41L5,-0.003014786,0.003014786
EPHA1,-0.0037961393,0.0037961393
EPHA4,-0.0134278145,0.0134278145
EPHX2,0.0054846313,0.0054846313
EPM2A,0.001995977,0.001995977
EPOR,-0.00993566,0.00993566
EPS15L1,-0.008663919,0.008663919
ERAP1,0.02444968,0.02444968
ERBB2,0.0,0.0
ERBB3,0.0010687371,0.0010687371
ERCC1,-0.054158926,0.054158926
ERCC4,-0.010765621,0.010765621
ERCC5,-0.0023986679,0.0023986679
ERCC8,-0.00093540014,0.00093540014
ESAM,-0.004207146,0.004207146
ESCO1,-0.006912343,0.006912343
ETFA,-0.051344723,0.051344723
ETHE1,-0.028114885,0.028114885
ETS1,-0.023429938,0.023429938
EVC2,0.0,0.0
EXOC5,-0.004294291,0.004294291
EXOSC4,-0.033116385,0.033116385
EXOSC5,0.02004747,0.02004747
EXOSC6,-0.019768747,0.019768747
EXTL2,0.0075126495,0.0075126495
EZH2,0.003159836,0.003159836
EZR,0.04024458,0.04024458
F12,-0.0012514226,0.0012514226
F13A1,0.0015000235,0.0015000235
F2R,-0.01713411,0.01713411
FAAH2,-0.007414229,0.007414229
FABP3,0.0,0.0
FABP5,0.008212179,0.008212179
FAHD1,-0.010383461,0.010383461
FAM135A,0.00820787,0.00820787
FAM169A,0.00013079762,0.00013079762
FAN1,-0.0047051767,0.0047051767
FANCA,0.031826265,0.031826265
FANCF,0.009090021,0.009090021
FANCL,-0.004789632,0.004789632
FAS,0.10629675,0.10629675
FASLG,0.05910024,0.05910024
FBLN5,-0.006925985,0.006925985
FBXL20,0.004102499,0.004102499
FBXL5,0.003665708,0.003665708
FBXO15,-0.0022197796,0.0022197796
FBXO32,-0.029429914,0.029429914
FBXO40,0.0,0.0
FBXO44,0.00048569497,0.00048569497
FBXO9,-0.03455503,0.03455503
FBXW4,-0.0050123846,0.0050123846
FCER1A,0.00940602,0.00940602
FCER1G,0.0014873743,0.0014873743
FCER2,0.0018052091,0.0018052091
FCF1,0.0009499062,0.0009499062
FCGR3A,-0.13000822,0.13000822
FCGR3B,0.01917915,0.01917915
FCHO1,-0.010118925,0.010118925
FCN1,0.12018925,0.12018925
FDXR,-0.016654031,0.016654031
FECH,0.0017089713,0.0017089713
FEM1C,0.02233578,0.02233578
FEN1,-0.007987298,0.007987298
FES,-0.0069198953,0.0069198953
FGD3,-0.03035098,0.03035098
FGF22,-0.0016296552,0.0016296552
FGF9,-0.0002016162,0.0002016162
FGFBP2,-0.14207494,0.14207494
FGFBP3,-0.01473983,0.01473983
FGL2,0.26147038,0.26147038
FH,-0.040817644,0.040817644
FHL2,0.0012655922,0.0012655922
FITM1,-0.0021725805,0.0021725805
FITM2,-0.009107756,0.009107756
FLI1,-0.002705466,0.002705466
FLOT2,-0.0034754705,0.0034754705
FLRT2,0.0,0.0
FLT3LG,-0.0002553314,0.0002553314
FN3K,-0.004784233,0.004784233
FN3KRP,-0.0019880384,0.0019880384
FNTA,0.01576002,0.01576002
FOS,-0.13897902,0.13897902
FOXK1,-0.0015126802,0.0015126802
FOXK2,-0.0062329303,0.0062329303
FOXO3,-0.015644165,0.015644165
FOXP1,-0.08936329,0.08936329
FOXP3,0.0038267786,0.0038267786
FPGT,-0.011644666,0.011644666
FST,-0.0031080302,0.0031080302
FSTL1,0.0,0.0
FTH1,-0.5549474,0.5549474
FTL,-0.4720304,0.4720304
FUCA1,-0.090620145,0.090620145
FUNDC1,0.009154085,0.009154085
FUT11,-0.013098984,0.013098984
FUT7,0.009039197,0.009039197
FUT8,-0.0030701105,0.0030701105
FUZ,0.0033578444,0.0033578444
FXYD3,0.0,0.0
FYN,-0.07137796,0.07137796
FZD3,-0.0024305247,0.0024305247
G0S2,-0.05609013,0.05609013
GABARAPL1,-0.044750333,0.044750333
GABPB1,0.007898975,0.007898975
GADD45A,-0.033772662,0.033772662
GAK,-0.0018283799,0.0018283799
GALE,0.0020056283,0.0020056283
GALNT11,-0.031784024,0.031784024
GALNT12,0.0018514788,0.0018514788
GALNT3,0.0067659914,0.0067659914
GALNT6,-5.3191558e-05,5.3191558e-05
GALNT7,-0.0029085912,0.0029085912
