,lfc_mean,proba_de
BCL9L,-0.0073746135,0.0073746135
BDH1,-0.00082797883,0.00082797883
BDH2,-0.023970274,0.023970274
BDP1,-0.014980987,0.014980987
BEGAIN,0.0008800481,0.0008800481
BEST4,-0.0010912523,0.0010912523
BHLHE40,-0.014587693,0.014587693
BHLHE41,-0.0019035722,0.0019035722
BICD1,-0.00028589834,0.00028589834
BIRC3,-0.011038125,0.011038125
BLK,-0.017970964,0.017970964
BLM,-0.0028638793,0.0028638793
BLMH,0.048923314,0.048923314
BLNK,0.025802549,0.025802549
BLOC1S6,-0.027011752,0.027011752
BMS1,-0.007262867,0.007262867
BNIP1,-0.006718375,0.006718375
BNIP2,-0.02457267,0.02457267
BRAF,-0.01719109,0.01719109
BRD1,0.0027741455,0.0027741455
BRF1,-0.013494743,0.013494743
BRF2,0.0006514918,0.0006514918
BTLA,0.011429131,0.011429131
BTN2A2,-0.0019026585,0.0019026585
BTN3A1,0.010596324,0.010596324
BTN3A2,0.033833876,0.033833876
BTN3A3,0.030003801,0.030003801
BUB1,0.0020648637,0.0020648637
BUB1B,0.001116888,0.001116888
BYSL,-0.008780878,0.008780878
C1QA,0.0058674337,0.0058674337
C1QB,0.0062936004,0.0062936004
C1QC,0.0021273666,0.0021273666
C1orf35,-0.033648092,0.033648092
C2CD3,0.0043096654,0.0043096654
C2orf49,0.0042754523,0.0042754523
C3AR1,0.19035709,0.19035709
C4BPB,0.0027126113,0.0027126113
CA1,0.0014602044,0.0014602044
CA13,-0.0005425527,0.0005425527
CA2,-0.022030905,0.022030905
CA5B,-0.0054547973,0.0054547973
CA6,0.003971141,0.003971141
CABIN1,-0.0086760335,0.0086760335
CACNB2,0.0010346264,0.0010346264
CADM1,-0.002374298,0.002374298
CALU,-0.030313354,0.030313354
CAMK2D,-0.00024147332,0.00024147332
CAND1,0.0053922385,0.0053922385
CAPN10,-0.00037407316,0.00037407316
CAPN12,-0.0028940102,0.0028940102
CAPN7,-0.017474629,0.017474629
CASP2,-0.0033580766,0.0033580766
CASP3,0.051859863,0.051859863
CASP8,0.08496968,0.08496968
CATSPER1,-0.03114166,0.03114166
CBLB,-0.020136371,0.020136371
CBR3,0.010369245,0.010369245
CBX1,-0.010690361,0.010690361
CBX8,-0.0059468104,0.0059468104
CCDC59,-0.0063050687,0.0063050687
CCDC88C,-0.004313696,0.004313696
CCL13,0.009005981,0.009005981
CCL19,0.0010604529,0.0010604529
CCL2,0.7484356,0.7484356
CCL20,-0.0054973685,0.0054973685
CCL22,-0.012404293,0.012404293
CCL23,-0.0032603063,0.0032603063
CCL28,-0.0023747385,0.0023747385
CCL3,0.33893335,0.33893335
CCL3L1,0.014802849,0.014802849
CCL4,0.2599667,0.2599667
CCL5,0.016432822,0.016432822
CCL7,0.34106743,0.34106743
CCND1,0.002130644,0.002130644
CCND2,-0.0016260669,0.0016260669
CCNE1,0.000736292,0.000736292
CCNF,-0.0010110862,0.0010110862
CCR3,0.0,0.0
CCR4,-0.00646051,0.00646051
CCR6,0.012206178,0.012206178
CCR7,0.28064156,0.28064156
CCR9,-0.0024381788,0.0024381788
CCT2,-0.050824538,0.050824538
CD14,-0.46684158,0.46684158
CD160,-0.0055068834,0.0055068834
CD19,-0.00051025674,0.00051025674
CD1D,0.012658064,0.012658064
CD2,-0.046953678,0.046953678
CD200,-0.014924999,0.014924999
CD207,-0.0018851632,0.0018851632
CD244,0.006383163,0.006383163
CD247,-0.008595735,0.008595735
CD27,-0.15468696,0.15468696
CD300A,0.0076500475,0.0076500475
CD320,-0.0026301593,0.0026301593
CD38,0.38521698,0.38521698
CD3E,-0.16571689,0.16571689
CD3G,-0.047589034,0.047589034
CD40LG,-0.012319026,0.012319026
CD52,-0.21620369,0.21620369
CD55,-0.06562635,0.06562635
CD70,-0.008435842,0.008435842
CD72,0.0026123319,0.0026123319
CD74,0.073063254,0.073063254
CD79A,-0.053484395,0.053484395
CD79B,-0.079936266,0.079936266
CD8A,-0.008449793,0.008449793
CD8B,-0.020062879,0.020062879
CD9,-0.21326673,0.21326673
CD96,-0.070447996,0.070447996
CDC14B,0.0009394627,0.0009394627
CDC16,-0.01010491,0.01010491
CDC23,0.0074014086,0.0074014086
CDC34,-0.015435417,0.015435417
CDC37L1,-0.0082309395,0.0082309395
CDC40,-0.04761547,0.04761547
CDC5L,-0.018865533,0.018865533
CDIPT,-0.036151,0.036151
CDK13,-0.0089765005,0.0089765005
CDK19,-0.009095909,0.009095909
CDK4,0.0028577894,0.0028577894
CDK6,0.004313684,0.004313684
CDK7,0.01883287,0.01883287
CDK8,0.004833678,0.004833678
CDKN2C,-0.011171163,0.011171163
CDKN2D,0.04438453,0.04438453
CEBPD,0.076684915,0.076684915
CENPC,0.002370499,0.002370499
CENPF,-0.015633862,0.015633862
CENPJ,0.0038918527,0.0038918527
CENPL,0.0077967886,0.0077967886
CENPT,-0.018748421,0.018748421
CEP135,-0.015983202,0.015983202
CEP250,-0.0010072592,0.0010072592
CEP57,-0.018533535,0.018533535
CEP63,0.022655446,0.022655446
CEP76,0.001166069,0.001166069
CEP78,-0.0004276242,0.0004276242
CERS2,-0.0096425265,0.0096425265
CERS4,-0.023059873,0.023059873
CES2,-0.018666409,0.018666409
CFD,0.088359505,0.088359505
CFP,-0.120119065,0.120119065
CH25H,0.039867133,0.039867133
CHAC2,0.011273181,0.011273181
CHCHD4,0.0022849143,0.0022849143
CHD1,0.0050906986,0.0050906986
CHD3,-0.021654114,0.021654114
CHD8,0.015415035,0.015415035
CHGB,0.0,0.0
CHID1,-0.016793914,0.016793914
CHL1,0.0,0.0
CHMP1A,-0.010779008,0.010779008
CHN1,-0.003236738,0.003236738
CHN2,0.0034052038,0.0034052038
CHPT1,-0.026414089,0.026414089
CHRNA6,0.0052453787,0.0052453787
CHRNE,-0.0035388446,0.0035388446
CHST10,-0.0010007373,0.0010007373
CHST12,0.32045275,0.32045275
CHTF18,-0.0028589424,0.0028589424
CHTOP,0.007898152,0.007898152
CIAO1,-0.006538883,0.006538883
CIDEC,0.0,0.0
CITED2,0.04099077,0.04099077
CKAP5,-0.0068930946,0.0068930946
CLASP1,-0.006520507,0.006520507
CLASP2,0.0009790389,0.0009790389
CLCN6,-0.001775854,0.001775854
CLDN5,0.0053231413,0.0053231413
CLEC1B,0.004016176,0.004016176
CLEC2B,0.26184967,0.26184967
CLEC2D,0.35356963,0.35356963
CLEC4C,0.007188286,0.007188286
CLEC4E,0.03865999,0.03865999
CLEC5A,-0.26909375,0.26909375
CLINT1,-0.018591367,0.018591367
CLP1,0.0022328272,0.0022328272
CLU,0.010677515,0.010677515
CLUAP1,0.005505193,0.005505193
CMC2,0.06755732,0.06755732
CNKSR2,-0.0008386294,0.0008386294
CNOT6L,-0.009988874,0.009988874
CNTRL,0.03586048,0.03586048
COA1,-0.011586033,0.011586033
COA4,-0.01872345,0.01872345
COG3,0.0013370197,0.0013370197
COG5,-0.004027903,0.004027903
COL11A2,0.0,0.0
COL15A1,0.0,0.0
COL19A1,-0.005685389,0.005685389
COL1A1,-0.0007490576,0.0007490576
COL23A1,-0.0052201482,0.0052201482
COL6A2,-0.0011678984,0.0011678984
COL6A3,0.0,0.0
COL9A3,-0.0062095756,0.0062095756
COLGALT2,-0.004150833,0.004150833
COMMD3,-0.071295425,0.071295425
COPRS,-0.011641072,0.011641072
COPS7B,-0.019819777,0.019819777
COPZ2,0.00079747767,0.00079747767
COQ10A,-0.013609553,0.013609553
COQ3,-0.0034354064,0.0034354064
COQ5,-0.0048347227,0.0048347227
COQ6,-0.009935074,0.009935074
COQ7,-0.0069395658,0.0069395658
COQ9,-0.006360065,0.006360065
COX11,-0.035431925,0.035431925
COX19,-0.03783258,0.03783258
COX5A,0.05886361,0.05886361
CPNE1,-0.035626724,0.035626724
CPNE3,0.020919837,0.020919837
CPNE7,-0.032181386,0.032181386
CPSF4,-0.006817993,0.006817993
CPSF7,-0.019469015,0.019469015
CRAT,0.0049772905,0.0049772905
CRB3,-0.0046601696,0.0046601696
CRBN,-0.03640239,0.03640239
CRCP,0.012478897,0.012478897
CREB3L4,-0.00662289,0.00662289
CRHR1,0.0,0.0
CRKL,-0.01275379,0.01275379
CRLS1,-0.013963226,0.013963226
CRNKL1,-0.006272137,0.006272137
CROT,0.0028668726,0.0028668726
CRY1,-0.020413518,0.020413518
CRY2,-0.013579441,0.013579441
CRYM,0.0012999556,0.0012999556
CSAD,-0.005532574,0.005532574
CSF2,-0.0015571923,0.0015571923
CSNK1E,-0.016173178,0.016173178
CSRP1,-0.011449953,0.011449953
CST3,0.2143532,0.2143532
CSTF2,-0.0045308303,0.0045308303
CSTF2T,-0.00729578,0.00729578
CSTF3,-0.00093808025,0.00093808025
CTC1,-0.00029492704,0.00029492704
CTCF,-0.0062376074,0.0062376074
CTDSP2,-0.03247565,0.03247565
CTF1,0.0,0.0
CTH,-0.0010211435,0.0010211435
CTLA4,0.024377694,0.024377694
CTPS1,-0.0007457994,0.0007457994
CTR9,-0.030251682,0.030251682
CTSA,-0.097495094,0.097495094
CTSC,0.42784882,0.42784882
CTSD,-0.04411024,0.04411024
CTSF,-0.005242069,0.005242069
CTSL,0.1719991,0.1719991
CTSW,-0.0016742647,0.0016742647
CTTN,0.0025056235,0.0025056235
CUL2,0.0044127703,0.0044127703
CUL4B,0.007954662,0.007954662
CUTC,-0.04008793,0.04008793
CWC22,-0.018173672,0.018173672
CWC27,-0.013194341,0.013194341
CX3CR1,-0.0030443533,0.0030443533
CXCL1,-0.079029165,0.079029165
CXCL10,1.9460243,1.9460243
CXCL11,0.95988935,0.95988935
CXCL13,0.005457138,0.005457138
CXCL16,-0.11044401,0.11044401
CXCL2,-0.13489941,0.13489941
CXCL3,-0.18695313,0.18695313
CXCL5,-0.005634259,0.005634259
CXCL9,0.032731965,0.032731965
CXCR3,-0.05003597,0.05003597
CXCR4,-0.4198948,0.4198948
CXCR5,0.0022031572,0.0022031572
CXCR6,0.002789678,0.002789678
CXXC1,-0.012186538,0.012186538
CXXC5,-0.04130207,0.04130207
CYB5B,8.7954104e-05,8.7954104e-05
CYFIP2,-0.012842752,0.012842752
CYGB,-0.004914971,0.004914971
CYP1B1,-0.15130611,0.15130611
CYP2R1,0.0017394237,0.0017394237
CYP4V2,-0.004978111,0.004978111
CYSLTR1,-0.0063766465,0.0063766465
CYSLTR2,-2.0798529e-05,2.0798529e-05
DAAM1,-0.012799656,0.012799656
DACT1,0.003057242,0.003057242
DAPK2,-0.0060434523,0.0060434523
DARS2,-0.006034692,0.006034692
DBP,-0.0043175314,0.0043175314
DCAF16,-0.008822149,0.008822149
DCAF7,-0.014456272,0.014456272
DCLRE1A,-0.0010228149,0.0010228149
DCLRE1C,0.010060664,0.010060664
DCP1A,0.035777777,0.035777777
DCP1B,0.0016157571,0.0016157571
DCPS,0.0040814467,0.0040814467
DCSTAMP,-0.00070469547,0.00070469547
DCUN1D1,-0.012159346,0.012159346
DCUN1D2,-0.0013792196,0.0013792196
DCUN1D4,-0.0042550853,0.0042550853
DDB1,-0.03367459,0.03367459
DDHD1,0.023941573,0.023941573
DDHD2,-0.0055106897,0.0055106897
DDIT4,-0.087008655,0.087008655
DDOST,-0.07872747,0.07872747
DDR2,0.0,0.0
DDRGK1,-0.051088028,0.051088028
DDX20,0.0003600493,0.0003600493
DDX42,-0.018533504,0.018533504
DDX52,-0.006680131,0.006680131
DDX6,-0.014720246,0.014720246
DEDD2,-0.044261962,0.044261962
DEF6,-0.036723174,0.036723174
DEFB1,0.30116957,0.30116957
DEGS1,-0.008112624,0.008112624
DEGS2,-0.00094696286,0.00094696286
DENND3,-0.004325539,0.004325539
DENND4C,-0.0063591283,0.0063591283
DENND5B,0.000462374,0.000462374
DEPDC1B,0.0,0.0
DERL3,-0.0050037787,0.0050037787
DET1,0.006128162,0.006128162
DFFA,-0.006178241,0.006178241
DGKD,-0.004600701,0.004600701
DGKQ,-0.0010334194,0.0010334194
DHCR7,-0.0053057717,0.0053057717
DHODH,0.0031935237,0.0031935237
DHRS7B,-0.0070465542,0.0070465542
DHX15,-0.010908112,0.010908112
DIDO1,-0.017053844,0.017053844
DIMT1,-0.003135465,0.003135465
DLG1,-0.0056659067,0.0056659067
DNAJB1,-0.029764622,0.029764622
DNAJB6,0.06371617,0.06371617
DNAJC24,0.009211944,0.009211944
DNM3,0.0012330322,0.0012330322
DOK2,-0.0816576,0.0816576
DOK3,-0.018189717,0.018189717
DOLK,-0.011955367,0.011955367
DPH2,0.0033813622,0.0033813622
DPH7,0.0047054663,0.0047054663
DPM2,0.0411923,0.0411923
DPP4,0.010370346,0.010370346
DROSHA,-0.0010288609,0.0010288609
DSP,0.0019957125,0.0019957125
DTX4,-0.001559164,0.001559164
DUS2,-0.01318524,0.01318524
DUSP1,-0.16274935,0.16274935
DUSP16,-0.011682842,0.011682842
DUSP2,-0.062383592,0.062383592
DUSP4,-0.038913622,0.038913622
DVL2,-0.010483976,0.010483976
DYNC2LI1,-0.0016749687,0.0016749687
DYNLRB2,0.0,0.0
DYRK2,0.0021136142,0.0021136142
E2F1,-0.0044561736,0.0044561736
E2F5,0.003558803,0.003558803
E2F6,-0.007879589,0.007879589
EAF2,0.028752178,0.028752178
EBP,-0.02194751,0.02194751
ECE1,0.03152813,0.03152813
ECI2,-0.024006993,0.024006993
ECM1,-0.0010464673,0.0010464673
EDAR,-0.00068611256,0.00068611256
EDN1,0.035128824,0.035128824
EEA1,-0.004751958,0.004751958
EED,-0.002914615,0.002914615
EEF1E1,-0.01748132,0.01748132
EEF2K,-0.00045614445,0.00045614445
EEFSEC,-0.013248548,0.013248548
EFCAB7,-0.0065717683,0.0065717683
EFNA3,-0.0019100248,0.0019100248
EFNA5,0.0,0.0
EGF,-0.00065776793,0.00065776793
EGLN1,-0.012964953,0.012964953
EGR2,-0.008710513,0.008710513
EGR4,0.001871505,0.001871505
EHD3,-0.0019666874,0.0019666874
EHHADH,-0.0010270033,0.0010270033
EHMT1,-0.0032499991,0.0032499991
EHMT2,-0.0076844655,0.0076844655
EIF2AK1,0.0076189116,0.0076189116
EIF2B1,-0.016626682,0.016626682
EIF2B3,-0.017357672,0.017357672
EIF2B4,-0.005660247,0.005660247
EIF2B5,-0.012282629,0.012282629
EIF3B,-0.009179898,0.009179898
EIF4EBP1,-0.059891038,0.059891038
EIF5,-0.021031559,0.021031559
EIF5A,0.020585895,0.020585895
EIF5A2,-0.0017512832,0.0017512832
EIF5B,0.0039991587,0.0039991587
ELF2,-0.02862499,0.02862499
ELL,-0.015589364,0.015589364
ELL2,0.00013606995,0.00013606995
ELMO1,0.018067058,0.018067058
ELOVL4,0.0021564942,0.0021564942
ELOVL5,-0.0053989813,0.0053989813
ELOVL6,-0.0010586,0.0010586
ELP2,-0.013578277,0.013578277
ELP3,0.0050412863,0.0050412863
ELP4,-0.010968607,0.010968607
ELP5,-0.03389231,0.03389231
ELP6,-0.008892607,0.008892607
EMB,0.014700294,0.014700294
EMILIN1,-7.3915755e-05,7.3915755e-05
ENAH,0.00093215896,0.00093215896
ENOPH1,-0.015569277,0.015569277
ENPP4,0.0007512411,0.0007512411
ENSA,-0.05706376,0.05706376
ENTPD4,-0.0016877241,0.0016877241
EOMES,-0.016657662,0.016657662
EPAS1,0.00012100092,0.00012100092
EPB41,-0.016321242,0.016321242
EPB41L5,-0.0060877167,0.0060877167
EPHA1,-0.0040237764,0.0040237764
EPHA4,-0.007580621,0.007580621
EPHX2,-0.0018742085,0.0018742085
EPM2A,0.0009689209,0.0009689209
EPOR,-0.0072835525,0.0072835525
EPS15L1,-0.00915345,0.00915345
ERAP1,0.02091201,0.02091201
ERBB2,-0.00117367,0.00117367
ERBB3,0.0004929392,0.0004929392
ERCC1,-0.05524679,0.05524679
ERCC4,-0.0065546185,0.0065546185
ERCC5,-0.0061307214,0.0061307214
ERCC8,-0.0010215268,0.0010215268
ESAM,0.00031846855,0.00031846855
ESCO1,0.0053016543,0.0053016543
ETFA,-0.036537766,0.036537766
ETHE1,-0.038440987,0.038440987
ETS1,-0.020329416,0.020329416
EVC2,-0.00090295466,0.00090295466
EXOC5,-0.012239628,0.012239628
EXOSC4,-0.041880127,0.041880127
EXOSC5,0.0022394098,0.0022394098
EXOSC6,-0.014500378,0.014500378
EXTL2,0.0041295607,0.0041295607
EZH2,0.0002244087,0.0002244087
EZR,0.011057258,0.011057258
F12,-0.0006437484,0.0006437484
F13A1,0.00039344234,0.00039344234
F2R,-0.010442708,0.010442708
FAAH2,-0.00250162,0.00250162
FABP3,-0.0011260766,0.0011260766
FABP5,-0.021218762,0.021218762
FAHD1,-0.018876972,0.018876972
FAM135A,0.006738322,0.006738322
FAM169A,0.0024040707,0.0024040707
FAN1,0.00012374483,0.00012374483
FANCA,0.028050512,0.028050512
FANCF,0.000437662,0.000437662
FANCL,-0.00022468902,0.00022468902
FAS,0.10586718,0.10586718
FASLG,0.037532993,0.037532993
FBLN5,-0.015424866,0.015424866
FBXL20,-9.483937e-05,9.483937e-05
FBXL5,-0.031329423,0.031329423
FBXO15,-0.0033178036,0.0033178036
FBXO32,-0.01548354,0.01548354
FBXO40,-0.0010501975,0.0010501975
FBXO44,-0.00010129996,0.00010129996
FBXO9,-0.03553585,0.03553585
FBXW4,-0.0033092368,0.0033092368
FCER1A,-0.0038686628,0.0038686628
FCER1G,-0.009872675,0.009872675
FCER2,-0.002255458,0.002255458
FCF1,0.0009362791,0.0009362791
FCGR3A,-0.09602818,0.09602818
FCGR3B,0.020494401,0.020494401
FCHO1,-0.009573304,0.009573304
FCN1,0.13235575,0.13235575
FDXR,-0.009237491,0.009237491
FECH,0.0044563655,0.0044563655
FEM1C,0.019675888,0.019675888
FEN1,-0.0063938946,0.0063938946
FES,-0.008453397,0.008453397
FGD3,-0.03431873,0.03431873
FGF22,-0.0049517527,0.0049517527
FGF9,-0.0005443122,0.0005443122
FGFBP2,-0.118539505,0.118539505
FGFBP3,-0.0047957236,0.0047957236
FGL2,0.2587844,0.2587844
FH,-0.026396427,0.026396427
FHL2,0.0024283717,0.0024283717
FITM1,-0.002315649,0.002315649
FITM2,-0.0050229626,0.0050229626
FLI1,-0.0131224375,0.0131224375
FLOT2,-0.007569732,0.007569732
FLRT2,-0.00091823057,0.00091823057
FLT3LG,-0.0184704,0.0184704
FN3K,-0.001515171,0.001515171
FN3KRP,-0.017853431,0.017853431
FNTA,0.007598087,0.007598087
FOS,-0.13205442,0.13205442
FOXK1,-0.0021933345,0.0021933345
FOXK2,-0.003967097,0.003967097
FOXO3,-0.015040243,0.015040243
FOXP1,-0.06232646,0.06232646
FOXP3,0.0018150519,0.0018150519
FPGT,-0.00019123964,0.00019123964
FST,-0.0030705817,0.0030705817
FSTL1,0.0022560083,0.0022560083
FTH1,-0.5828757,0.5828757
FTL,-0.47373343,0.47373343
FUCA1,-0.08489491,0.08489491
FUNDC1,0.009577706,0.009577706
FUT11,-0.0050982097,0.0050982097
FUT7,0.0032128566,0.0032128566
FUT8,-0.006492263,0.006492263
FUZ,-0.0061956765,0.0061956765
