pathway,n_genes,n_tested,median_member,median_reference,effect,pvalue,qvalue,sign
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,17,17,-0.04567592777311802,2.18690256588161e-05,-0.045697796798776835,0.0018174811051885904,0.10943832654814155,-1
REACTOME_MRNA_EDITING,5,5,0.02925068698823452,-1.7926970031112432e-05,0.029268613958265632,0.0020925268147246002,0.11760000698752253,1
REACTOME_REGULATED_NECROSIS,15,15,0.05377296917140484,-1.7926970031112432e-05,0.05379089614143595,0.0033407363464131624,0.15645781889034976,1
REACTOME_INFLAMMASOMES,7,7,0.025525463744997978,-1.7926970031112432e-05,0.02554339071502909,0.0032280764196367787,0.15645781889034976,1
REACTOME_APOPTOSIS,33,33,0.004502787254750729,-5.064147990196943e-05,0.004553428734652698,0.0033299244708654306,0.15645781889034976,1
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,13,13,-0.007297707721590996,3.342021955177188e-05,-0.007331127941142768,0.0036540883603626076,0.16212613093608833,-1
REACTOME_REGULATION_BY_C_FLIP,6,6,0.06316444091498852,-1.547299325466156e-05,0.06317991390824318,0.004198577120362394,0.16500000850895824,1
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,6,6,0.05365678109228611,-1.547299325466156e-05,0.05367225408554077,0.004798544496981598,0.16500000850895824,1
REACTOME_RRNA_PROCESSING,40,40,-0.0057111745700240135,4.167878068983555e-05,-0.005752853350713849,0.004185171990853348,0.16500000850895824,-1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,35,35,0.00411626324057579,-4.168681334704161e-05,0.004157950053922832,0.0044561787369487805,0.16500000850895824,1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,74,74,0.0020264124614186585,-5.358131602406502e-05,0.0020799937774427235,0.004697218888644645,0.16500000850895824,1
REACTOME_GPCR_LIGAND_BINDING,92,92,0.0019131060689687729,-7.16005451977253e-05,0.001984706614166498,0.004893238686505285,0.16500000850895824,1
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,6,6,-0.028086068108677864,1.0447576642036438e-05,-0.0280965156853199,0.005505897479924646,0.17851813752217216,-1
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,16,16,0.0044073227327317,-4.770164377987385e-05,0.004455024376511574,0.006435933431823796,0.20094414381583187,1
REACTOME_SIGNALLING_TO_ERKS,5,5,-0.015277983620762825,9.990704711526632e-06,-0.015287974325474352,0.007488257058690013,0.20827312736304787,-1
REACTOME_PEXOPHAGY,5,5,0.007078738883137703,-1.7926970031112432e-05,0.007096665853168815,0.007152948559861321,0.20827312736304787,1
REACTOME_SARS_COV_1_INFECTION,12,12,0.0035887169651687145,-3.5671982914209366e-05,0.003624388948082924,0.0074960364907247015,0.20827312736304787,1
REACTOME_SIGNALING_BY_PTK6,17,17,0.0024060452706180513,-5.371798761188984e-05,0.002459763258229941,0.00765891690184399,0.20827312736304787,1
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,5,5,0.0745342131704092,-1.4185556210577488e-05,0.07454839872661978,0.009869726311971359,0.21573601400647957,1
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,6,6,0.06713810004293919,-1.547299325466156e-05,0.06715357303619385,0.009692006685036928,0.21573601400647957,1
REACTOME_FCGR_ACTIVATION,5,5,-0.04567592777311802,9.990704711526632e-06,-0.045685918477829546,0.009946173242929818,0.21573601400647957,-1
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,5,5,0.03643265180289745,-1.4185556210577488e-05,0.03644683735910803,0.012082369201460802,0.21573601400647957,1
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,10,10,0.034755392000079155,-1.547299325466156e-05,0.034770864993333817,0.012283901153393855,0.21573601400647957,1
REACTOME_THE_NLRP3_INFLAMMASOME,6,6,0.02589096687734127,-1.547299325466156e-05,0.025906439870595932,0.01019969777990434,0.21573601400647957,1
REACTOME_ATTENUATION_PHASE,14,14,0.02454911742825061,-2.0380946807563305e-05,0.024569498375058174,0.010905758559777289,0.21573601400647957,1
REACTOME_RHOH_GTPASE_CYCLE,5,5,-0.021785536780953407,9.990704711526632e-06,-0.021795527485664934,0.010926368591137364,0.21573601400647957,-1
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,6,6,-0.013868182897567749,1.0447576642036438e-05,-0.013878630474209785,0.011208484740766089,0.21573601400647957,-1
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,7,7,-0.01367625780403614,1.3121403753757477e-05,-0.013689379207789898,0.008604346503970078,0.21573601400647957,-1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,15,15,-0.011696446686983109,2.18690256588161e-05,-0.011718315712641925,0.010347041585491752,0.21573601400647957,-1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,15,15,-0.011696446686983109,2.18690256588161e-05,-0.011718315712641925,0.010347041585491752,0.21573601400647957,-1
REACTOME_COMPLEX_I_BIOGENESIS,9,9,-0.010014103725552559,1.3121403753757477e-05,-0.010027225129306316,0.012209410349874689,0.21573601400647957,-1
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,19,19,-0.009969869628548622,2.18690256588161e-05,-0.009991738654207438,0.00938668359614726,0.21573601400647957,-1
REACTOME_INTERFERON_GAMMA_SIGNALING,24,24,0.004935571691021323,-4.770164377987385e-05,0.004983273334801197,0.011856055841492609,0.21573601400647957,1
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,17,17,0.004043749999254942,-5.064147990196943e-05,0.004094391479156911,0.009349672256578566,0.21573601400647957,1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,79,79,0.0018840080592781305,-6.729376036673784e-05,0.0019513018196448684,0.01142578904956018,0.21573601400647957,1
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,11,11,0.03944609872996807,-1.4185556210577488e-05,0.03946028428617865,0.013284944725391191,0.2239841680700955,1
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,6,6,-0.01037071505561471,1.0447576642036438e-05,-0.010381162632256746,0.01311003670614392,0.2239841680700955,-1
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,6,6,-0.04873550124466419,9.533832781016827e-06,-0.04874503507744521,0.01463774000771377,0.24195323189221,-1
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,5,5,-0.1500312928110361,6.307556759566069e-06,-0.15003760036779568,0.015275865773679585,0.24652559307552283,-1
REACTOME_NEGATIVE_REGULATION_OF_FLT3,6,6,0.0247266236692667,-1.547299325466156e-05,0.024742096662521362,0.016843145965218763,0.24652559307552283,1
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,6,6,-0.015417681075632572,1.0447576642036438e-05,-0.015428128652274609,0.016593658672601534,0.24652559307552283,-1
REACTOME_CHOLESTEROL_BIOSYNTHESIS,11,11,-0.010892527177929878,1.3121403753757477e-05,-0.010905648581683636,0.016822148396096692,0.24652559307552283,-1
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,16,16,0.003507344168610871,-2.0380946807563305e-05,0.003527725115418434,0.017344077996013518,0.24652559307552283,1
REACTOME_PROGRAMMED_CELL_DEATH,38,38,0.003211723640561104,-3.5671982914209366e-05,0.003247395623475313,0.016794287106384868,0.24652559307552283,1
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,13,13,0.0030497312545776367,-2.8026464860886335e-05,0.003077757719438523,0.017272542943110186,0.24652559307552283,1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,54,54,0.0024129692756105214,-7.202010601758957e-05,0.002484989381628111,0.017046253548286948,0.24652559307552283,1
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,153,153,0.000925215077586472,-6.729376036673784e-05,0.0009925088379532099,0.017546305556976713,0.24652559307552283,1
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,16,16,0.010891992598772049,-1.547299325466156e-05,0.01090746559202671,0.01861286536184007,0.2572236967218226,1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,9,9,0.01145198754966259,-1.7926970031112432e-05,0.011469914519693702,0.019129854059485675,0.25728146472805363,1
REACTOME_SIGNALING_BY_SCF_KIT,11,11,-0.008436618372797966,2.18690256588161e-05,-0.008458487398456782,0.019227440424516466,0.25728146472805363,-1
REACTOME_SELENOAMINO_ACID_METABOLISM,12,12,-0.0132439024746418,9.533832781016827e-06,-0.013253436307422817,0.020231277605980064,0.26356904917430446,-1
REACTOME_AGGREPHAGY,7,7,0.013015968725085258,-1.7926970031112432e-05,0.013033895695116371,0.020322643174768434,0.26356904917430446,1
REACTOME_HSF1_ACTIVATION,15,15,0.011435078456997871,-1.7926970031112432e-05,0.011453005427028984,0.02127871457310013,0.2717872179564153,1
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,10,10,0.01742674969136715,-1.547299325466156e-05,0.01744222268462181,0.02239445281545295,0.2776253488739241,1
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,12,12,0.004119140096008778,-2.0380946807563305e-05,0.004139521042816341,0.022112420217510035,0.2776253488739241,1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,12,12,-0.010098714381456375,1.0447576642036438e-05,-0.010109161958098412,0.02390151997990354,0.2920142223631693,-1
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,28,28,-0.009843515232205391,3.8897618651390076e-05,-0.009882412850856781,0.026371989042426065,0.317594096610931,-1
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,13,13,0.0031014616833999753,-2.8026464860886335e-05,0.0031294881482608616,0.027692701923953105,0.32880208059003474,1
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,9,9,0.0038504815893247724,-1.7926970031112432e-05,0.003868408559355885,0.029114211924354767,0.34087889794765375,1
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,13,13,-0.012328965589404106,9.990704711526632e-06,-0.012338956294115633,0.03393094210804229,0.39183266023396784,-1
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,5,5,0.06685854308307171,-1.4185556210577488e-05,0.06687272863928229,0.03771414515474069,0.39634689849870314,1
REACTOME_TCR_SIGNALING,31,31,-0.01114840991795063,2.18690256588161e-05,-0.011170278943609446,0.03781109520585655,0.39634689849870314,-1
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,10,10,-0.010548246558755636,1.0447576642036438e-05,-0.010558694135397673,0.03758287225419229,0.39634689849870314,-1
REACTOME_TBC_RABGAPS,7,7,-0.010331036522984505,9.990704711526632e-06,-0.010341027227696031,0.03703282517715602,0.39634689849870314,-1
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,8,8,-0.009422618430107832,1.0447576642036438e-05,-0.009433066006749868,0.03892361826089848,0.39634689849870314,-1
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,8,8,-0.0077753085643053055,1.0447576642036438e-05,-0.007785756140947342,0.03902347873712024,0.39634689849870314,-1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,12,12,0.007029591244645417,-2.0380946807563305e-05,0.00704997219145298,0.037373102997254215,0.39634689849870314,1
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,32,32,-0.006080557592213154,3.9237551391124725e-05,-0.0061197951436042786,0.038794730156308715,0.39634689849870314,-1
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,42,42,0.0023067602305673063,-4.770164377987385e-05,0.00235446187434718,0.03880481908261889,0.39634689849870314,1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,33,33,0.0016716327518224716,-1.4185556210577488e-05,0.001685818308033049,0.035685906090989435,0.39634689849870314,1
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,7,7,0.00511394627392292,-1.7926970031112432e-05,0.005131873243954033,0.04081533590509537,0.4096110496189928,1
REACTOME_SIGNALING_BY_NTRKS,27,27,-0.006877385079860687,9.990704711526632e-06,-0.006887375784572214,0.044936347124080234,0.44566283088940745,-1
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,7,7,0.03944609872996807,-1.4185556210577488e-05,0.03946028428617865,0.04576952963720918,0.44864783121124807,1
REACTOME_TIE2_SIGNALING,6,6,-0.01037071505561471,9.533832781016827e-06,-0.010380248888395727,0.04651421745916338,0.4507067277939624,-1
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,8,8,-0.0038890927098691463,1.0447576642036438e-05,-0.003899540286511183,0.04730564909893239,0.4531666158,-1
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,17,17,-0.011039478704333305,1.3121403753757477e-05,-0.011052600108087063,0.04858581208233877,0.45768029839657504,-1
REACTOME_FERTILIZATION,5,5,-0.01076732762157917,6.307556759566069e-06,-0.010773635178338736,0.049105958234702894,0.45768029839657504,-1
REACTOME_DNA_DAMAGE_BYPASS,16,16,0.0027789929881691933,-2.0380946807563305e-05,0.0027993739349767566,0.049948502316114946,0.45768029839657504,1
REACTOME_AUTOPHAGY,30,30,0.002388321328908205,-3.5671982914209366e-05,0.0024239933118224144,0.04973274263846869,0.45768029839657504,1
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,8,8,0.005960511974990368,-2.0380946807563305e-05,0.005980892921797931,0.05129219801151582,0.4649389561689015,1
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,12,12,-0.02613925002515316,9.533832781016827e-06,-0.026148783857934177,0.05560766914563266,0.4753049098656107,-1
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,9,9,0.013015968725085258,-1.7926970031112432e-05,0.013033895695116371,0.056064951847354376,0.4753049098656107,1
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,9,9,0.012366419658064842,-1.4185556210577488e-05,0.01238060521427542,0.05574602499636541,0.4753049098656107,1
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,10,10,-0.008698506746441126,1.0447576642036438e-05,-0.008708954323083162,0.055583197111296764,0.4753049098656107,-1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,10,10,-0.008413778617978096,9.533832781016827e-06,-0.008423312450759113,0.053859121728424025,0.4753049098656107,-1
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,12,12,0.0026761661283671856,-1.547299325466156e-05,0.002691639121621847,0.056382551585481694,0.4753049098656107,1
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,5,5,0.0024060452706180513,-1.7926970031112432e-05,0.0024239722406491637,0.054434900146095005,0.4753049098656107,1
REACTOME_SULFUR_AMINO_ACID_METABOLISM,7,7,-0.008404701016843319,9.990704711526632e-06,-0.008414691721554846,0.057353265485419136,0.4787010178634488,-1
REACTOME_MAP2K_AND_MAPK_ACTIVATION,8,8,-0.011105090379714966,3.0812807381153107e-06,-0.011108171660453081,0.05904191781733703,0.4832265700972342,-1
REACTOME_COMPLEMENT_CASCADE,13,13,0.004625717410817742,-2.8026464860886335e-05,0.004653743875678629,0.05854948345261133,0.4832265700972342,1
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,10,10,0.004119140096008778,-1.547299325466156e-05,0.004134613089263439,0.06019188211412722,0.4879015059827812,1
REACTOME_MITOCHONDRIAL_BIOGENESIS,16,16,0.0026761661283671856,-1.547299325466156e-05,0.002691639121621847,0.060857614876443776,0.48859970800802005,1
REACTOME_DEGRADATION_OF_AXIN,7,7,0.009777931496500969,-1.7926970031112432e-05,0.009795858466532081,0.06240251487378857,0.49627660413777136,1
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,9,9,0.0030497312545776367,-1.7926970031112432e-05,0.003067658224608749,0.06305066877953798,0.49674498860888333,1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,16,16,-0.00687387865036726,2.7942820452153683e-05,-0.006901821470819414,0.06459960805708123,0.5042358295566619,-1
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,9,9,0.002324928267626092,-1.7926970031112432e-05,0.0023428552376572043,0.06526705399848255,0.5047718029423927,1
REACTOME_SIGNALING_BY_INTERLEUKINS,122,122,0.0016076057218015194,-7.202010601758957e-05,0.001679625827819109,0.06625142447190223,0.507726825725578,1
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,24,24,-0.007631566375494003,1.5795230865478516e-05,-0.007647361606359482,0.06937163300806622,0.5183884412680296,-1
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,19,19,-0.004767024889588356,9.990704711526632e-06,-0.004777015594299883,0.0684914953776207,0.5183884412680296,-1
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,12,12,-0.00467925937846303,1.0447576642036438e-05,-0.004689706955105066,0.06948741858041203,0.5183884412680296,-1
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,11,11,-0.008529025129973888,6.307556759566069e-06,-0.008535332686733454,0.07215194174845545,0.524345576671965,-1
REACTOME_IRS_MEDIATED_SIGNALLING,11,11,-0.008529025129973888,6.307556759566069e-06,-0.008535332686733454,0.07215194174845545,0.524345576671965,-1
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,11,11,-0.008529025129973888,6.307556759566069e-06,-0.008535332686733454,0.07215194174845545,0.524345576671965,-1
REACTOME_SIGNALING_BY_NOTCH4,6,6,0.02281524706631899,-1.2898119166493416e-05,0.022828145185485482,0.0742028337081511,0.5346409300510374,1
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,17,17,0.0062898918986320496,-1.4185556210577488e-05,0.006304077454842627,0.07522340218448846,0.537401085097659,1
REACTOME_SIGNALING_BY_GPCR,148,148,0.0009815028461162,-7.16005451977253e-05,0.0010531033913139254,0.07588822193157661,0.5375947150278915,1
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,7,7,0.0051885489374399185,-1.4185556210577488e-05,0.005202734493650496,0.07730845899955134,0.5430919244718482,1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,10,10,0.005880900425836444,-2.0380946807563305e-05,0.005901281372644007,0.07847900686491642,0.5467587007200375,1
REACTOME_NEUTROPHIL_DEGRANULATION,94,94,-0.005669411271810532,4.167878068983555e-05,-0.005711090052500367,0.07938078020380263,0.5485081779656198,-1
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,5,5,0.002882026950828731,-1.4185556210577488e-05,0.0028962125070393085,0.0809645857851838,0.554903624527723,1
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,5,5,-0.025116683915257454,6.307556759566069e-06,-0.02512299147201702,0.08195515892497116,0.5571628949496022,-1
REACTOME_DEATH_RECEPTOR_SIGNALLING,40,40,0.0005424631235655397,-2.0380946807563305e-05,0.000562844070373103,0.08345776502330117,0.562839167317143,1
REACTOME_SIGNALING_BY_CSF3_G_CSF,6,6,0.07097593508660793,-1.2898119166493416e-05,0.07098883320577443,0.08483365649804489,0.5675775589512051,1
REACTOME_RET_SIGNALING,7,7,-0.008867988362908363,9.990704711526632e-06,-0.00887797906761989,0.08557867818416713,0.5680537457421487,-1
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,13,13,0.002426608989480883,-2.8026464860886335e-05,0.0024546354543417692,0.08721976281674078,0.5744239066758787,1
REACTOME_UCH_PROTEINASES,18,18,-0.00597116956487298,1.5795230865478516e-05,-0.005986964795738459,0.08877804630635262,0.5801542095833742,-1
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,5,5,0.004502787254750729,-1.4185556210577488e-05,0.004516972810961306,0.09273399243087783,0.5967538596887787,1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,29,29,0.0012290459126234055,-6.449059583246708e-06,0.0012354949722066522,0.09236762295174904,0.5967538596887787,1
REACTOME_MICRORNA_MIRNA_BIOGENESIS,7,7,-0.00532388873398304,9.990704711526632e-06,-0.0053338794386945665,0.09377448611940713,0.5988779681716683,-1
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,6,6,-0.016626504890155047,0.0,-0.016626504890155047,0.09538829454193272,0.6001883651800917,-1
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,25,25,-0.006682628765702248,1.3121403753757477e-05,-0.006695750169456005,0.09825147615047765,0.6001883651800917,-1
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,9,9,-0.00532388873398304,9.990704711526632e-06,-0.0053338794386945665,0.09671428583924067,0.6001883651800917,-1
REACTOME_VISUAL_PHOTOTRANSDUCTION,20,20,0.002397566509898752,-3.5671982914209366e-05,0.0024332384928129613,0.09557053192786459,0.6001883651800917,1
REACTOME_MUSCLE_CONTRACTION,27,27,0.0019131060689687729,-5.371798761188984e-05,0.0019668240565806627,0.09762223886166052,0.6001883651800917,1
REACTOME_SIGNALING_BY_HEDGEHOG,22,22,0.0018171323463320732,-4.770164377987385e-05,0.001864833990111947,0.0982071417785386,0.6001883651800917,1
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,8,8,0.005053934990428388,-1.547299325466156e-05,0.00506940798368305,0.0996690862529716,0.604467911591763,1
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,7,7,-0.009837230667471886,6.307556759566069e-06,-0.009843538224231452,0.10354052039643742,0.6061434631541441,-1
REACTOME_METABOLISM_OF_COFACTORS,8,8,-0.004736709408462048,1.0447576642036438e-05,-0.004747156985104084,0.10119653106560554,0.6061434631541441,-1
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,14,14,0.0023713624104857445,-1.547299325466156e-05,0.002386835403740406,0.10175081150581704,0.6061434631541441,1
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,22,22,0.0013993415050208569,-1.547299325466156e-05,0.0014148144982755184,0.1035032863614198,0.6061434631541441,1
REACTOME_CELLULAR_SENESCENCE,44,44,0.0010831141844391823,-3.5671982914209366e-05,0.0011187861673533916,0.10243364012471617,0.6061434631541441,1
REACTOME_TNF_SIGNALING,9,9,0.01068062987178564,-6.449059583246708e-06,0.010687078931368887,0.11207866032061761,0.6215941490150043,1
REACTOME_HCMV_LATE_EVENTS,13,13,0.008484506979584694,-6.449059583246708e-06,0.00849095603916794,0.11197576684002533,0.6215941490150043,1
REACTOME_APOPTOTIC_EXECUTION_PHASE,12,12,0.006710005924105644,-1.547299325466156e-05,0.006725478917360306,0.11199221987345194,0.6215941490150043,1
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,7,7,-0.006510946899652481,9.990704711526632e-06,-0.006520937604364008,0.10803666629189108,0.6215941490150043,-1
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,21,21,-0.006205635145306587,2.18690256588161e-05,-0.006227504170965403,0.1087717940858984,0.6215941490150043,-1
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,37,37,-0.00532388873398304,3.342021955177188e-05,-0.005357308953534812,0.10701544336403777,0.6215941490150043,-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,16,16,0.002603899221867323,-2.0380946807563305e-05,0.0026242801686748862,0.11057421919336911,0.6215941490150043,1
REACTOME_SIGNALING_BY_NOTCH,35,35,0.000737478956580162,-4.168681334704161e-05,0.0007791657699272037,0.11194313178938155,0.6215941490150043,1
REACTOME_TRYPTOPHAN_CATABOLISM,5,5,0.01242426224052906,-1.4185556210577488e-05,0.012438447796739638,0.11792521399186899,0.6290992546168829,1
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,15,15,-0.00577135942876339,2.18690256588161e-05,-0.005793228454422206,0.11523120120047349,0.6290992546168829,-1
