,lfc_mean,proba_de
ATP6V0E2,-0.00094231777,0.00094231777
ATP6V1E2,0.0,0.0
ATP6V1G2,0.0,0.0
ATP6V1H,0.07388259,0.07388259
ATP8A1,-0.03796808,0.03796808
ATP8A2,0.0,0.0
ATP8B3,0.0,0.0
ATR,0.02146437,0.02146437
ATRX,-0.025087953,0.025087953
AUH,0.0,0.0
AUTS2,-0.023226626,0.023226626
AVP,0.0,0.0
B2M,0.31445074,0.31445074
B3GALT4,-0.0023845872,0.0023845872
B3GAT1,0.0,0.0
B3GAT3,-0.12394762,0.12394762
B3GNT7,0.0,0.0
B3GNTL1,0.013486734,0.013486734
B4GALT7,0.006378554,0.006378554
BACE1,0.0,0.0
BAG3,0.009465149,0.009465149
BAG5,0.03249146,0.03249146
BAMBI,0.0,0.0
BASP1,-0.031035878,0.031035878
BATF,-0.019213125,0.019213125
BAZ1B,-0.00699028,0.00699028
BAZ2A,0.014841061,0.014841061
BBC3,-0.017989874,0.017989874
BBIP1,-0.051569402,0.051569402
BBS1,0.0,0.0
BBS10,0.0,0.0
BBS4,-0.006102276,0.006102276
BBS5,0.0,0.0
BBS7,0.01637838,0.01637838
BCAS2,0.12239386,0.12239386
BCDIN3D,0.045203775,0.045203775
BCKDHB,-0.02033997,0.02033997
BCL11A,0.0,0.0
BCL2,-0.011397686,0.011397686
BCL2A1,0.09052243,0.09052243
BCL2L11,-0.009067151,0.009067151
BCL9,0.0,0.0
BCL9L,-0.0141824195,0.0141824195
BDH1,0.0,0.0
BDH2,-0.013022186,0.013022186
BDP1,-0.11407697,0.11407697
BEGAIN,0.0,0.0
BEST4,0.0,0.0
BHLHE40,-0.014442265,0.014442265
BHLHE41,0.0,0.0
BICD1,0.007643452,0.007643452
BIRC3,-0.1489622,0.1489622
BLK,0.0,0.0
BLM,0.015180346,0.015180346
BLMH,0.034207746,0.034207746
BLNK,0.032827955,0.032827955
BLOC1S6,0.01388891,0.01388891
BMS1,-0.016204905,0.016204905
BNIP1,-0.0036688931,0.0036688931
BNIP2,-0.11394083,0.11394083
BRAF,0.0016691014,0.0016691014
BRD1,-0.0046529667,0.0046529667
BRF1,-0.024159677,0.024159677
BRF2,0.03625843,0.03625843
BTLA,-0.013363589,0.013363589
BTN2A2,0.0008075014,0.0008075014
BTN3A1,-0.028505668,0.028505668
BTN3A2,-0.023608983,0.023608983
BTN3A3,0.035762385,0.035762385
BUB1,-0.0049475767,0.0049475767
BUB1B,0.02191228,0.02191228
BYSL,0.0046801604,0.0046801604
C1QA,0.0,0.0
C1QB,0.0,0.0
C1QC,0.0,0.0
C1orf35,-0.10743226,0.10743226
C2CD3,0.025325105,0.025325105
C2orf49,0.00035350025,0.00035350025
C3AR1,0.10719451,0.10719451
C4BPB,0.0,0.0
CA1,-0.009997471,0.009997471
CA13,0.01188798,0.01188798
CA2,0.067777045,0.067777045
CA5B,0.0,0.0
CA6,0.031190079,0.031190079
CABIN1,0.0059067057,0.0059067057
CACNB2,0.0,0.0
CADM1,-0.026370423,0.026370423
CALU,-0.0940574,0.0940574
CAMK2D,-0.04157323,0.04157323
CAND1,0.0063653365,0.0063653365
CAPN10,-0.040053573,0.040053573
CAPN12,0.0,0.0
CAPN7,-0.017813694,0.017813694
CASP2,0.015904563,0.015904563
CASP3,0.104108885,0.104108885
CASP8,0.11593833,0.11593833
CATSPER1,-0.03283084,0.03283084
CBLB,-0.07611945,0.07611945
CBR3,0.013944503,0.013944503
CBX1,0.012478415,0.012478415
CBX8,0.0,0.0
CCDC59,-0.024309993,0.024309993
CCDC88C,0.07337465,0.07337465
CCL13,0.049366217,0.049366217
CCL19,0.0,0.0
CCL2,0.6822566,0.6822566
CCL20,0.02112673,0.02112673
CCL22,-0.020612333,0.020612333
CCL23,-0.022663385,0.022663385
CCL28,0.016876876,0.016876876
CCL3,0.1567513,0.1567513
CCL3L1,0.05763395,0.05763395
CCL4,0.23598507,0.23598507
CCL5,-0.19949734,0.19949734
CCL7,0.32356048,0.32356048
CCND1,0.0,0.0
CCND2,0.088864796,0.088864796
CCNE1,0.0,0.0
CCNF,0.0,0.0
CCR3,0.0,0.0
CCR4,0.0006170254,0.0006170254
CCR6,0.080253914,0.080253914
CCR7,0.22310889,0.22310889
CCR9,0.016457839,0.016457839
CCT2,-0.093592614,0.093592614
CD14,-0.42359892,0.42359892
CD160,0.023638247,0.023638247
CD19,-0.02012018,0.02012018
CD1D,0.0,0.0
CD2,0.011869788,0.011869788
CD200,0.03653291,0.03653291
CD207,0.0,0.0
CD244,0.00751552,0.00751552
CD247,0.07921651,0.07921651
CD27,-0.19490603,0.19490603
CD300A,0.04180103,0.04180103
CD320,-0.0012536347,0.0012536347
CD38,0.32632813,0.32632813
CD3E,-0.17147887,0.17147887
CD3G,-0.09536368,0.09536368
CD40LG,0.0011368468,0.0011368468
CD52,-0.2825123,0.2825123
CD55,-0.21226892,0.21226892
CD70,0.0022015627,0.0022015627
CD72,0.0,0.0
CD74,-0.10030365,0.10030365
CD79A,-0.14798374,0.14798374
CD79B,-0.08748536,0.08748536
CD8A,-0.082369715,0.082369715
CD8B,0.02763483,0.02763483
CD9,-0.21141897,0.21141897
CD96,0.012199402,0.012199402
CDC14B,0.0,0.0
CDC16,-0.035372306,0.035372306
CDC23,0.021283034,0.021283034
CDC34,-0.03736551,0.03736551
CDC37L1,-0.019636735,0.019636735
CDC40,-0.08108934,0.08108934
CDC5L,-0.068229586,0.068229586
CDIPT,0.012141278,0.012141278
CDK13,-0.036544587,0.036544587
CDK19,0.0,0.0
CDK4,0.01278387,0.01278387
CDK6,-0.009067151,0.009067151
CDK7,0.04054703,0.04054703
CDK8,0.0055161417,0.0055161417
CDKN2C,0.0,0.0
CDKN2D,0.10443622,0.10443622
CEBPD,0.14324152,0.14324152
CENPC,-0.0117969215,0.0117969215
CENPF,-0.05879139,0.05879139
CENPJ,-0.020666426,0.020666426
CENPL,0.021201923,0.021201923
CENPT,0.0018400811,0.0018400811
CEP135,-0.06331317,0.06331317
CEP250,-0.022024717,0.022024717
CEP57,-0.06604737,0.06604737
CEP63,0.029588044,0.029588044
CEP76,0.014674423,0.014674423
CEP78,-0.04293341,0.04293341
CERS2,-0.07531496,0.07531496
CERS4,-0.0018486213,0.0018486213
CES2,-0.01613867,0.01613867
CFD,-0.08236329,0.08236329
CFP,-0.12788254,0.12788254
CH25H,0.016530648,0.016530648
CHAC2,0.013033861,0.013033861
CHCHD4,-0.034544826,0.034544826
CHD1,0.056985587,0.056985587
CHD3,-0.038575508,0.038575508
CHD8,0.0034223963,0.0034223963
CHGB,0.0,0.0
CHID1,0.025339108,0.025339108
CHL1,0.0,0.0
CHMP1A,-0.004931703,0.004931703
CHN1,0.0,0.0
CHN2,0.016457839,0.016457839
CHPT1,-0.07453379,0.07453379
CHRNA6,0.0,0.0
CHRNE,0.0,0.0
CHST10,0.016734138,0.016734138
CHST12,0.12795787,0.12795787
CHTF18,-0.0024152864,0.0024152864
CHTOP,0.028632343,0.028632343
CIAO1,0.018068172,0.018068172
CIDEC,0.0,0.0
CITED2,0.01695177,0.01695177
CKAP5,0.0,0.0
CLASP1,-0.011523164,0.011523164
CLASP2,0.03309463,0.03309463
CLCN6,-0.0141824195,0.0141824195
CLDN5,0.021777924,0.021777924
CLEC1B,0.02256998,0.02256998
CLEC2B,0.23967299,0.23967299
CLEC2D,0.1609962,0.1609962
CLEC4C,0.0,0.0
CLEC4E,0.08579624,0.08579624
CLEC5A,-0.29026696,0.29026696
CLINT1,0.016070072,0.016070072
CLP1,0.029490199,0.029490199
CLU,0.10077815,0.10077815
CLUAP1,0.002456572,0.002456572
CMC2,0.06273515,0.06273515
CNKSR2,0.0,0.0
CNOT6L,0.009363674,0.009363674
CNTRL,0.07148966,0.07148966
COA1,-0.015723757,0.015723757
COA4,-0.09009039,0.09009039
COG3,-0.025394969,0.025394969
COG5,0.03943375,0.03943375
COL11A2,0.0,0.0
COL15A1,0.0,0.0
COL19A1,-0.020750463,0.020750463
COL1A1,0.0,0.0
COL23A1,0.0,0.0
COL6A2,0.0,0.0
COL6A3,0.0,0.0
COL9A3,0.019486303,0.019486303
COLGALT2,-0.01995977,0.01995977
COMMD3,-0.103567064,0.103567064
COPRS,0.009095319,0.009095319
COPS7B,0.0843229,0.0843229
COPZ2,0.0,0.0
COQ10A,-0.056718014,0.056718014
COQ3,0.0,0.0
COQ5,0.035142053,0.035142053
COQ6,0.018216208,0.018216208
COQ7,0.009193184,0.009193184
COQ9,-0.022521652,0.022521652
COX11,-0.074989334,0.074989334
COX19,-0.07823412,0.07823412
COX5A,0.07119033,0.07119033
CPNE1,-0.0790577,0.0790577
CPNE3,-0.040627494,0.040627494
CPNE7,-0.10165475,0.10165475
CPSF4,-0.017928148,0.017928148
CPSF7,-0.030349558,0.030349558
CRAT,-0.0477235,0.0477235
CRB3,0.016138187,0.016138187
CRBN,-0.16139466,0.16139466
CRCP,-0.024489986,0.024489986
CREB3L4,-0.020292286,0.020292286
CRHR1,0.0,0.0
CRKL,-0.05527667,0.05527667
CRLS1,0.014211051,0.014211051
CRNKL1,-0.003996756,0.003996756
CROT,0.0,0.0
CRY1,0.006429091,0.006429091
CRY2,0.0,0.0
CRYM,0.0,0.0
CSAD,0.03988652,0.03988652
CSF2,0.0,0.0
CSNK1E,-0.047122706,0.047122706
CSRP1,-0.027595723,0.027595723
CST3,0.20039731,0.20039731
CSTF2,0.00092300586,0.00092300586
CSTF2T,0.06079257,0.06079257
CSTF3,-0.10713027,0.10713027
CTC1,0.0,0.0
CTCF,-0.042340823,0.042340823
CTDSP2,-0.018845834,0.018845834
CTF1,0.0,0.0
CTH,0.023051647,0.023051647
CTLA4,0.034447838,0.034447838
CTPS1,0.013515804,0.013515804
CTR9,-0.079178706,0.079178706
CTSA,0.014690012,0.014690012
CTSC,0.42113358,0.42113358
CTSD,-0.016241223,0.016241223
CTSF,0.0,0.0
CTSL,0.14206159,0.14206159
CTSW,0.07873698,0.07873698
CTTN,0.013486734,0.013486734
CUL2,0.018527903,0.018527903
CUL4B,0.0009450959,0.0009450959
CUTC,0.0029384792,0.0029384792
CWC22,-0.029949289,0.029949289
CWC27,-0.07211056,0.07211056
CX3CR1,0.0,0.0
CXCL1,-0.04007663,0.04007663
CXCL10,1.6322483,1.6322483
CXCL11,0.70483667,0.70483667
CXCL13,0.0,0.0
CXCL16,-0.109199494,0.109199494
CXCL2,-0.0793268,0.0793268
CXCL3,-0.17884476,0.17884476
CXCL5,-0.01075359,0.01075359
CXCL9,0.017673995,0.017673995
CXCR3,-0.097648375,0.097648375
CXCR4,-0.6574172,0.6574172
CXCR5,-0.019907113,0.019907113
CXCR6,0.00056139566,0.00056139566
CXXC1,-0.077679306,0.077679306
CXXC5,0.0075457254,0.0075457254
CYB5B,0.082698464,0.082698464
CYFIP2,-0.03808882,0.03808882
CYGB,-0.018496484,0.018496484
CYP1B1,-0.16786161,0.16786161
CYP2R1,0.0114892535,0.0114892535
CYP4V2,-0.0010269266,0.0010269266
CYSLTR1,-0.044657994,0.044657994
CYSLTR2,0.0,0.0
DAAM1,-0.008844122,0.008844122
DACT1,0.0,0.0
DAPK2,-0.021555305,0.021555305
DARS2,0.0,0.0
DBP,-0.0044341683,0.0044341683
DCAF16,-0.046565343,0.046565343
DCAF7,-0.029998269,0.029998269
DCLRE1A,0.0,0.0
DCLRE1C,0.030456772,0.030456772
DCP1A,0.021755435,0.021755435
DCP1B,0.0025346987,0.0025346987
DCPS,0.06476073,0.06476073
DCSTAMP,0.0,0.0
DCUN1D1,0.006199345,0.006199345
DCUN1D2,0.0,0.0
DCUN1D4,0.0,0.0
DDB1,-0.055036042,0.055036042
DDHD1,0.10724055,0.10724055
DDHD2,-0.038915787,0.038915787
DDIT4,-0.06596857,0.06596857
DDOST,-0.11651164,0.11651164
DDR2,0.0,0.0
DDRGK1,-0.004355848,0.004355848
DDX20,0.05181047,0.05181047
DDX42,-0.025645718,0.025645718
DDX52,0.015219089,0.015219089
DDX6,-0.04228154,0.04228154
DEDD2,-0.09124032,0.09124032
DEF6,-0.020213794,0.020213794
DEFB1,0.27003205,0.27003205
DEGS1,-0.015066072,0.015066072
DEGS2,0.0,0.0
DENND3,-0.02559882,0.02559882
DENND4C,-0.040170755,0.040170755
DENND5B,0.0,0.0
DEPDC1B,0.0,0.0
DERL3,-0.02012018,0.02012018
DET1,0.0,0.0
DFFA,-0.03390011,0.03390011
DGKD,-0.01803736,0.01803736
DGKQ,0.0,0.0
DHCR7,0.0,0.0
DHODH,-0.016835907,0.016835907
DHRS7B,0.0008283034,0.0008283034
DHX15,-0.028168805,0.028168805
DIDO1,-0.04379762,0.04379762
DIMT1,-0.043297835,0.043297835
DLG1,0.030212464,0.030212464
DNAJB1,-0.0698805,0.0698805
DNAJB6,0.15222996,0.15222996
DNAJC24,-0.0016599307,0.0016599307
DNM3,0.0,0.0
DOK2,0.12231943,0.12231943
DOK3,-0.016102666,0.016102666
DOLK,-0.053059243,0.053059243
DPH2,0.0185309,0.0185309
DPH7,-0.016814267,0.016814267
DPM2,-0.020915754,0.020915754
DPP4,0.040715035,0.040715035
DROSHA,0.013645568,0.013645568
DSP,0.019228643,0.019228643
DTX4,0.0,0.0
DUS2,0.017580973,0.017580973
DUSP1,-0.20585632,0.20585632
DUSP16,0.0338263,0.0338263
DUSP2,-0.0627867,0.0627867
DUSP4,0.034405127,0.034405127
DVL2,-0.024592467,0.024592467
DYNC2LI1,-0.009997471,0.009997471
DYNLRB2,0.0,0.0
DYRK2,0.05360265,0.05360265
E2F1,-0.03859405,0.03859405
E2F5,0.0,0.0
E2F6,-0.020750463,0.020750463
EAF2,0.01185859,0.01185859
EBP,0.018889695,0.018889695
ECE1,0.023871418,0.023871418
ECI2,-0.12042819,0.12042819
ECM1,-0.0138471415,0.0138471415
EDAR,0.0,0.0
EDN1,0.047840726,0.047840726
EEA1,-0.020342182,0.020342182
EED,0.083406694,0.083406694
EEF1E1,0.053131275,0.053131275
EEF2K,-0.009362365,0.009362365
EEFSEC,-0.018795671,0.018795671
EFCAB7,-0.040549304,0.040549304
EFNA3,0.0,0.0
EFNA5,0.0,0.0
EGF,0.0,0.0
EGLN1,-0.02335081,0.02335081
EGR2,0.009960926,0.009960926
EGR4,-0.009067151,0.009067151
EHD3,0.0,0.0
EHHADH,0.0,0.0
EHMT1,-0.03674247,0.03674247
EHMT2,-0.04181737,0.04181737
EIF2AK1,-0.027496312,0.027496312
EIF2B1,0.017531205,0.017531205
EIF2B3,-0.023703078,0.023703078
EIF2B4,0.081593364,0.081593364
EIF2B5,0.06773815,0.06773815
EIF3B,-0.029217513,0.029217513
EIF4EBP1,-0.05131589,0.05131589
EIF5,0.07724458,0.07724458
EIF5A,0.095626846,0.095626846
EIF5A2,0.051193904,0.051193904
EIF5B,0.018134564,0.018134564
ELF2,0.08228586,0.08228586
ELL,-0.022124382,0.022124382
ELL2,-0.03130926,0.03130926
ELMO1,-0.029077157,0.029077157
ELOVL4,0.0,0.0
ELOVL5,0.068126306,0.068126306
ELOVL6,-0.021727765,0.021727765
ELP2,0.033833265,0.033833265
ELP3,0.058743864,0.058743864
ELP4,0.040149886,0.040149886
ELP5,-0.030000057,0.030000057
ELP6,0.011780646,0.011780646
EMB,0.048950598,0.048950598
EMILIN1,0.0,0.0
ENAH,0.0,0.0
ENOPH1,0.02481556,0.02481556
ENPP4,0.007985024,0.007985024
ENSA,0.0006965995,0.0006965995
ENTPD4,-0.009746026,0.009746026
EOMES,-0.06063915,0.06063915
EPAS1,-0.01075359,0.01075359
EPB41,-0.059662282,0.059662282
EPB41L5,-0.042287234,0.042287234
EPHA1,0.0,0.0
EPHA4,0.0,0.0
EPHX2,0.017412229,0.017412229
EPM2A,0.0,0.0
EPOR,-0.022044957,0.022044957
EPS15L1,0.002455797,0.002455797
ERAP1,0.030604657,0.030604657
ERBB2,0.0,0.0
ERBB3,0.0,0.0
ERCC1,-0.049093343,0.049093343
ERCC4,-0.023083452,0.023083452
ERCC5,-0.023834554,0.023834554
ERCC8,0.0,0.0
ESAM,0.0018195175,0.0018195175
ESCO1,0.0,0.0
ETFA,-0.10259043,0.10259043
ETHE1,0.06491068,0.06491068
ETS1,-0.00034154765,0.00034154765
EVC2,0.0,0.0
EXOC5,-0.009285435,0.009285435
EXOSC4,-0.0023442246,0.0023442246
EXOSC5,0.025804646,0.025804646
EXOSC6,0.0140490215,0.0140490215
EXTL2,0.0,0.0
EZH2,0.0,0.0
EZR,0.051657468,0.051657468
F12,0.0,0.0
F13A1,0.039597977,0.039597977
F2R,0.02752,0.02752
FAAH2,0.007419303,0.007419303
FABP3,0.0,0.0
FABP5,-0.016129017,0.016129017
FAHD1,-0.04108003,0.04108003
FAM135A,0.0136875035,0.0136875035
FAM169A,0.016939297,0.016939297
FAN1,0.0,0.0
FANCA,0.05872189,0.05872189
FANCF,0.023708388,0.023708388
FANCL,-0.0027884878,0.0027884878
FAS,0.120643176,0.120643176
FASLG,0.11115554,0.11115554
FBLN5,-0.0010035075,0.0010035075
FBXL20,0.0,0.0
FBXL5,-0.081859514,0.081859514
FBXO15,0.0,0.0
FBXO32,-0.023215048,0.023215048
FBXO40,0.0,0.0
FBXO44,0.027610054,0.027610054
FBXO9,-0.020217448,0.020217448
FBXW4,0.0,0.0
FCER1A,-0.010938542,0.010938542
FCER1G,0.05283475,0.05283475
FCER2,0.01909617,0.01909617
FCF1,-0.012810428,0.012810428
FCGR3A,-0.21662645,0.21662645
FCGR3B,0.013645568,0.013645568
FCHO1,-0.019387593,0.019387593
FCN1,0.13347259,0.13347259
FDXR,-0.046418063,0.046418063
FECH,0.018457757,0.018457757
FEM1C,0.0,0.0
FEN1,-0.036893494,0.036893494
FES,-0.009267717,0.009267717
FGD3,-0.047985654,0.047985654
FGF22,0.0,0.0
FGF9,-0.021461256,0.021461256
FGFBP2,-0.0064810216,0.0064810216
FGFBP3,-0.01803736,0.01803736
FGL2,0.091598794,0.091598794
FH,0.03810396,0.03810396
FHL2,0.0,0.0
FITM1,0.0,0.0
FITM2,0.0,0.0
FLI1,0.0024772324,0.0024772324
FLOT2,-0.0070214476,0.0070214476
FLRT2,0.0,0.0
FLT3LG,-0.011496827,0.011496827
FN3K,0.0,0.0
FN3KRP,0.012657288,0.012657288
FNTA,0.011516929,0.011516929
FOS,-0.18744785,0.18744785
FOXK1,0.014638734,0.014638734
FOXK2,0.0,0.0
FOXO3,-0.04005409,0.04005409
FOXP1,-0.1587505,0.1587505
FOXP3,0.0,0.0
FPGT,-0.014200782,0.014200782
FST,-0.043701354,0.043701354
FSTL1,0.0,0.0
FTH1,-0.61656094,0.61656094
FTL,-0.46991277,0.46991277
FUCA1,-0.100581825,0.100581825
FUNDC1,-0.09144967,0.09144967
FUT11,-0.009267717,0.009267717
FUT7,-0.010938542,0.010938542
FUT8,0.012356029,0.012356029
FUZ,-0.029562378,0.029562378
FXYD3,0.0,0.0
FYN,-0.21068263,0.21068263
FZD3,-0.011268828,0.011268828
G0S2,-0.04308901,0.04308901
GABARAPL1,-0.17895514,0.17895514
GABPB1,-0.041087076,0.041087076
GADD45A,0.0,0.0
GAK,-0.055521086,0.055521086
GALE,-0.00862257,0.00862257
GALNT11,-0.0969391,0.0969391
GALNT12,0.0,0.0
GALNT3,-0.027358916,0.027358916
GALNT6,-0.03354754,0.03354754
GALNT7,-0.0025115917,0.0025115917
GALR2,0.0,0.0
GALT,-0.0064076856,0.0064076856
GAMT,-0.020444412,0.020444412
GAPVD1,-0.025335705,0.025335705
GAS8,0.020041816,0.020041816
GATA1,0.0,0.0
GATA2,0.0,0.0
GATA3,0.014861502,0.014861502
GBA2,0.0,0.0
GBP3,0.060343027,0.060343027
GBP4,0.670686,0.670686
GBP5,0.33650765,0.33650765
GCC2,-0.079233915,0.079233915
GCHFR,-0.15826465,0.15826465
GDE1,0.04194327,0.04194327
GDI1,-0.0053888187,0.0053888187
GDPD1,0.0,0.0
GDPD3,0.0,0.0
GEMIN7,-0.024514906,0.024514906
GFI1,-0.02093146,0.02093146
GFM1,-0.03440239,0.03440239
GFM2,0.010958492,0.010958492
GFOD1,-0.037294306,0.037294306
GGA2,-0.053546824,0.053546824
GINS4,0.0,0.0
GIPR,0.0,0.0
GIT2,-0.094260305,0.094260305
GLG1,-0.017186802,0.017186802
GLI1,0.0,0.0
GLO1,-0.0030518994,0.0030518994
GLRX5,0.011232242,0.011232242
GLTP,-0.06361539,0.06361539
GLUL,-0.118448615,0.118448615
GMPPB,0.0,0.0
GNAL,0.03520414,0.03520414
GNAO1,0.0,0.0
GNB5,0.004513843,0.004513843
GNG11,0.025610022,0.025610022
GNG2,0.032243468,0.032243468
GNG3,0.0,0.0
GNG4,0.0,0.0
GNG7,-0.017789235,0.017789235
GNG8,0.0,0.0
GNGT2,-0.017319925,0.017319925
GNLY,-0.08372003,0.08372003
GNPDA1,0.0018964224,0.0018964224
GOLGA3,0.0,0.0
GOLGB1,0.043608658,0.043608658
GOPC,-0.0015308186,0.0015308186
GP1BA,0.0,0.0
GP9,0.027783077,0.027783077
GPAM,0.014009353,0.014009353
GPC1,0.0,0.0
GPC2,-0.01702251,0.01702251
GPD1L,0.0,0.0
GPI,-0.07104218,0.07104218
GPR132,-0.027136952,0.027136952
GPR18,0.027411073,0.027411073
GPR183,-0.3100375,0.3100375
GPR27,0.0,0.0
GPR55,0.0,0.0
GPSM1,0.0,0.0
GPSM2,0.0,0.0
