,lfc_mean,proba_de
ALDOC,-0.008867429,0.008867429
ALG1,0.016668435,0.016668435
ALG10B,0.0016575702,0.0016575702
ALG12,0.013277757,0.013277757
ALG14,-0.00064231874,0.00064231874
ALG3,-0.019369595,0.019369595
ALG8,-0.0024837703,0.0024837703
ALKBH2,-0.008857707,0.008857707
ALMS1,-0.0052578934,0.0052578934
ALOX12,0.0039299554,0.0039299554
ALOX5AP,0.068523824,0.068523824
ALS2CL,0.0,0.0
AMFR,0.0008299332,0.0008299332
AMPH,0.0,0.0
AMT,0.0036558395,0.0036558395
AMY2B,0.003849274,0.003849274
ANAPC1,-0.004637776,0.004637776
ANAPC10,0.0035974532,0.0035974532
ANAPC5,-0.025384337,0.025384337
ANGPT2,-0.0110866325,0.0110866325
ANKH,-0.038025953,0.038025953
ANKRD26,-0.0017046444,0.0017046444
ANLN,0.0,0.0
ANO9,0.003858167,0.003858167
ANXA1,0.28134406,0.28134406
ANXA5,-0.0036804676,0.0036804676
AP3B1,0.0141878575,0.0141878575
AP3M1,-0.0062703416,0.0062703416
AP4B1,0.0059804004,0.0059804004
APBB1,-0.03840626,0.03840626
APEH,0.0049315505,0.0049315505
APOA1,-0.004528794,0.004528794
APOBEC3A,1.1376185,1.1376185
APOBEC3B,0.25921002,0.25921002
APOBEC3C,0.012786023,0.012786023
APOBEC3G,0.31320685,0.31320685
APOBEC3H,0.01575569,0.01575569
APOD,0.0,0.0
APOE,0.0,0.0
APOM,-0.0059143016,0.0059143016
APOO,0.03214705,0.03214705
APP,-0.011919752,0.011919752
APPL1,0.03831003,0.03831003
AQP10,0.002094764,0.002094764
AQP11,0.008082256,0.008082256
AQP3,-0.020675251,0.020675251
ARAP2,0.028103642,0.028103642
ARC,0.0,0.0
AREG,-0.0043314043,0.0043314043
ARFRP1,-0.003916502,0.003916502
ARHGAP11A,0.0,0.0
ARHGAP12,-0.017445073,0.017445073
ARHGAP24,-0.013677545,0.013677545
ARHGAP6,0.0,0.0
ARHGEF1,-0.1351147,0.1351147
ARHGEF10,0.0,0.0
ARHGEF12,-0.006816369,0.006816369
ARHGEF18,-0.006255862,0.006255862
ARHGEF19,-0.0010237372,0.0010237372
ARHGEF26,-0.00023202365,0.00023202365
ARHGEF28,-0.00399649,0.00399649
ARHGEF35,-0.0007511729,0.0007511729
ARHGEF4,0.0,0.0
ARHGEF40,-0.0063416357,0.0063416357
ARHGEF7,-0.008856649,0.008856649
ARHGEF9,-0.03874293,0.03874293
ARID4A,0.0064423233,0.0064423233
ARID4B,0.1301204,0.1301204
ARID5B,0.047899455,0.047899455
ARL1,-0.00522203,0.00522203
ARSD,-0.0003102189,0.0003102189
ARSG,0.012836995,0.012836995
ARV1,0.010088161,0.010088161
ASB8,-0.043771513,0.043771513
ASCC1,-0.019288179,0.019288179
ASNS,-0.008589998,0.008589998
ASPSCR1,0.008568894,0.008568894
ASXL2,0.011220932,0.011220932
ATF1,0.010653816,0.010653816
ATF2,0.04243299,0.04243299
ATF6,-0.006356571,0.006356571
ATF7IP,-0.004695952,0.004695952
ATG10,-0.0027942974,0.0027942974
ATG16L1,0.0025423109,0.0025423109
ATG4A,0.002949303,0.002949303
ATG4B,0.014905646,0.014905646
ATIC,0.024294466,0.024294466
ATP11B,-0.01570725,0.01570725
ATP1A3,0.00328712,0.00328712
ATP1B1,-0.007934666,0.007934666
ATP2B4,-0.010712413,0.010712413
ATP6V0A4,-0.0042929584,0.0042929584
ATP6V0E2,-0.020869337,0.020869337
ATP6V1E2,-9.061885e-05,9.061885e-05
ATP6V1G2,0.004061697,0.004061697
ATP6V1H,0.056925677,0.056925677
ATP8A1,-0.00097513944,0.00097513944
ATP8A2,0.0,0.0
ATP8B3,0.0,0.0
ATR,0.025242155,0.025242155
ATRX,0.014640138,0.014640138
AUH,-0.008435475,0.008435475
AUTS2,0.006390971,0.006390971
AVP,0.0,0.0
B2M,0.3639207,0.3639207
B3GALT4,-0.0015798137,0.0015798137
B3GAT1,0.002350586,0.002350586
B3GAT3,-0.05710533,0.05710533
B3GNT7,0.0,0.0
B3GNTL1,0.010528056,0.010528056
B4GALT7,0.0062050354,0.0062050354
BACE1,0.0,0.0
BAG3,0.0032566376,0.0032566376
BAG5,0.04365436,0.04365436
BAMBI,-0.002588266,0.002588266
BASP1,0.03958987,0.03958987
BATF,0.0029495806,0.0029495806
BAZ1B,0.02035768,0.02035768
BAZ2A,0.00063180923,0.00063180923
BBC3,-0.034594305,0.034594305
BBIP1,-0.0028036684,0.0028036684
BBS1,-0.0037206253,0.0037206253
BBS10,0.0014196641,0.0014196641
BBS4,0.0058283256,0.0058283256
BBS5,-0.00323046,0.00323046
BBS7,0.0038097538,0.0038097538
BCAS2,-0.047728807,0.047728807
BCDIN3D,-0.0006779209,0.0006779209
BCKDHB,-0.0064584753,0.0064584753
BCL11A,0.04533318,0.04533318
BCL2,0.0079987645,0.0079987645
BCL2A1,0.024577193,0.024577193
BCL2L11,-0.0049920455,0.0049920455
BCL9,0.0036647988,0.0036647988
BCL9L,-0.0055771247,0.0055771247
BDH1,-0.0068714935,0.0068714935
BDH2,-0.015964609,0.015964609
BDP1,-0.074343,0.074343
BEGAIN,0.0034696634,0.0034696634
BEST4,0.0,0.0
BHLHE40,0.01519715,0.01519715
BHLHE41,0.0,0.0
BICD1,-0.012213858,0.012213858
BIRC3,-0.0011415482,0.0011415482
BLK,-0.024129525,0.024129525
BLM,-0.014431035,0.014431035
BLMH,0.058352843,0.058352843
BLNK,0.062973484,0.062973484
BLOC1S6,-0.05594601,0.05594601
BMS1,-0.019940536,0.019940536
BNIP1,-0.009200377,0.009200377
BNIP2,-0.032762825,0.032762825
BRAF,-0.0063714758,0.0063714758
BRD1,-0.010110132,0.010110132
BRF1,-0.016696671,0.016696671
BRF2,-0.010368498,0.010368498
BTLA,0.007441785,0.007441785
BTN2A2,-0.006062178,0.006062178
BTN3A1,0.014480278,0.014480278
BTN3A2,0.037469015,0.037469015
BTN3A3,0.0091375485,0.0091375485
BUB1,0.0037252572,0.0037252572
BUB1B,0.0044034244,0.0044034244
BYSL,-0.013599379,0.013599379
C1QA,0.010971447,0.010971447
C1QB,0.0054755122,0.0054755122
C1QC,0.0,0.0
C1orf35,-0.04136084,0.04136084
C2CD3,0.0011389013,0.0011389013
C2orf49,-0.018075429,0.018075429
C3AR1,0.1780296,0.1780296
C4BPB,0.0,0.0
CA1,-0.0026184348,0.0026184348
CA13,0.0024164275,0.0024164275
CA2,-0.010934636,0.010934636
CA5B,-0.00028177933,0.00028177933
CA6,0.01093538,0.01093538
CABIN1,-0.008838259,0.008838259
CACNB2,0.0,0.0
CADM1,-0.018128064,0.018128064
CALU,-0.047160733,0.047160733
CAMK2D,0.012141016,0.012141016
CAND1,0.022829436,0.022829436
CAPN10,-0.0021318179,0.0021318179
CAPN12,0.0,0.0
CAPN7,-0.02245838,0.02245838
CASP2,-0.004343434,0.004343434
CASP3,0.030073412,0.030073412
CASP8,0.030069321,0.030069321
CATSPER1,-0.037194543,0.037194543
CBLB,-0.009538535,0.009538535
CBR3,0.01189179,0.01189179
CBX1,-0.020698987,0.020698987
CBX8,-0.010178868,0.010178868
CCDC59,0.004163176,0.004163176
CCDC88C,-0.01495149,0.01495149
CCL13,0.004079101,0.004079101
CCL19,0.0,0.0
CCL2,0.7495121,0.7495121
CCL20,-0.00013322616,0.00013322616
CCL22,-0.017199185,0.017199185
CCL23,-0.0019411752,0.0019411752
CCL28,-0.0034435866,0.0034435866
CCL3,0.3570102,0.3570102
CCL3L1,0.0030842088,0.0030842088
CCL4,0.2654254,0.2654254
CCL5,0.051147997,0.051147997
CCL7,0.35418355,0.35418355
CCND1,6.185612e-05,6.185612e-05
CCND2,-0.030996919,0.030996919
CCNE1,-0.0044686114,0.0044686114
CCNF,0.0,0.0
CCR3,0.0,0.0
CCR4,-0.012471481,0.012471481
CCR6,0.016075589,0.016075589
CCR7,0.26838303,0.26838303
CCR9,-0.003281489,0.003281489
CCT2,-0.059283644,0.059283644
CD14,-0.56157196,0.56157196
CD160,-0.010939127,0.010939127
CD19,-0.012099877,0.012099877
CD1D,0.022479275,0.022479275
CD2,-0.074335635,0.074335635
CD200,-0.0050167274,0.0050167274
CD207,-0.0046142014,0.0046142014
CD244,0.010388628,0.010388628
CD247,-0.045315504,0.045315504
CD27,-0.14591743,0.14591743
CD300A,0.023884375,0.023884375
CD320,-0.006536208,0.006536208
CD38,0.41716027,0.41716027
CD3E,-0.14061627,0.14061627
CD3G,-0.09531194,0.09531194
CD40LG,-0.0078009693,0.0078009693
CD52,-0.29157096,0.29157096
CD55,-0.053364098,0.053364098
CD70,0.01177381,0.01177381
CD72,0.022674063,0.022674063
CD74,0.11112344,0.11112344
CD79A,-0.02333109,0.02333109
CD79B,-0.07945244,0.07945244
CD8A,-0.034629896,0.034629896
CD8B,-0.042072475,0.042072475
CD9,-0.23828392,0.23828392
CD96,-0.0748831,0.0748831
CDC14B,0.0,0.0
CDC16,-0.019961508,0.019961508
CDC23,0.010982592,0.010982592
CDC34,-0.0015708595,0.0015708595
CDC37L1,-0.061671674,0.061671674
CDC40,-0.011853263,0.011853263
CDC5L,-0.049761377,0.049761377
CDIPT,-0.030003823,0.030003823
CDK13,-0.013241917,0.013241917
CDK19,-0.007653855,0.007653855
CDK4,0.0087745115,0.0087745115
CDK6,-0.0028088256,0.0028088256
CDK7,0.028392216,0.028392216
CDK8,0.011927014,0.011927014
CDKN2C,-0.00091827754,0.00091827754
CDKN2D,0.068371005,0.068371005
CEBPD,0.039930955,0.039930955
CENPC,0.006626826,0.006626826
CENPF,-0.010872261,0.010872261
CENPJ,0.008981372,0.008981372
CENPL,0.00039403886,0.00039403886
CENPT,-0.0077686496,0.0077686496
CEP135,-0.02560383,0.02560383
CEP250,0.0,0.0
CEP57,-0.0115526095,0.0115526095
CEP63,0.041275196,0.041275196
CEP76,0.00051255804,0.00051255804
CEP78,0.0022615362,0.0022615362
CERS2,-0.026012085,0.026012085
CERS4,-0.018110592,0.018110592
CES2,-0.015081294,0.015081294
CFD,0.06646043,0.06646043
CFP,-0.1325432,0.1325432
CH25H,0.06081892,0.06081892
CHAC2,0.0059145056,0.0059145056
CHCHD4,0.0010245666,0.0010245666
CHD1,0.014860645,0.014860645
CHD3,-0.022913687,0.022913687
CHD8,0.006946139,0.006946139
CHGB,0.0,0.0
CHID1,-0.0150045585,0.0150045585
CHL1,0.0,0.0
CHMP1A,-0.011437111,0.011437111
CHN1,0.00043361261,0.00043361261
CHN2,-0.00015325751,0.00015325751
CHPT1,-0.048857808,0.048857808
CHRNA6,0.0048832996,0.0048832996
CHRNE,-0.0061973934,0.0061973934
CHST10,-0.008073026,0.008073026
CHST12,0.37073267,0.37073267
CHTF18,-0.015829565,0.015829565
CHTOP,-0.032087028,0.032087028
CIAO1,0.029449925,0.029449925
CIDEC,0.0,0.0
CITED2,0.035807133,0.035807133
CKAP5,0.00771996,0.00771996
CLASP1,0.0035262322,0.0035262322
CLASP2,0.0012317356,0.0012317356
CLCN6,-0.0042824037,0.0042824037
CLDN5,0.0002922276,0.0002922276
CLEC1B,0.005131628,0.005131628
CLEC2B,0.252042,0.252042
CLEC2D,0.34675598,0.34675598
CLEC4C,0.0024019536,0.0024019536
CLEC4E,0.024347842,0.024347842
CLEC5A,-0.30002195,0.30002195
CLINT1,-0.030575573,0.030575573
CLP1,-0.011882372,0.011882372
CLU,0.00779121,0.00779121
CLUAP1,-0.029467892,0.029467892
CMC2,0.1325158,0.1325158
CNKSR2,-0.00027753622,0.00027753622
CNOT6L,-0.031185038,0.031185038
CNTRL,0.017853439,0.017853439
COA1,-0.010296047,0.010296047
COA4,-0.03331232,0.03331232
COG3,0.0014948742,0.0014948742
COG5,0.005901348,0.005901348
COL11A2,0.0,0.0
COL15A1,0.0,0.0
COL19A1,-0.006770927,0.006770927
COL1A1,-0.0030444372,0.0030444372
COL23A1,-0.004519093,0.004519093
COL6A2,-0.0006858227,0.0006858227
COL6A3,0.0,0.0
COL9A3,0.0011844384,0.0011844384
COLGALT2,-0.023612013,0.023612013
COMMD3,-0.05796346,0.05796346
COPRS,-0.007286001,0.007286001
COPS7B,-0.026757749,0.026757749
COPZ2,0.0,0.0
COQ10A,-0.001050761,0.001050761
COQ3,0.00403695,0.00403695
COQ5,0.0030189008,0.0030189008
COQ6,-0.0015798733,0.0015798733
COQ7,-0.016587855,0.016587855
COQ9,0.017108463,0.017108463
COX11,-0.030893605,0.030893605
COX19,0.007405214,0.007405214
COX5A,0.14075264,0.14075264
CPNE1,-0.008198947,0.008198947
CPNE3,0.046933755,0.046933755
CPNE7,-0.040074185,0.040074185
CPSF4,-0.012488134,0.012488134
CPSF7,-0.009598006,0.009598006
CRAT,-0.0058855168,0.0058855168
CRB3,-0.0034272654,0.0034272654
CRBN,-0.010364726,0.010364726
CRCP,0.017520957,0.017520957
CREB3L4,-0.008035505,0.008035505
CRHR1,0.0,0.0
CRKL,-0.012303521,0.012303521
CRLS1,0.0035014898,0.0035014898
CRNKL1,-0.017252978,0.017252978
CROT,0.003542102,0.003542102
CRY1,-0.036551718,0.036551718
CRY2,-0.011133466,0.011133466
CRYM,0.0,0.0
CSAD,0.017713971,0.017713971
CSF2,-0.004562905,0.004562905
CSNK1E,-0.012173398,0.012173398
CSRP1,-0.02195904,0.02195904
CST3,0.243155,0.243155
CSTF2,-0.0057518426,0.0057518426
CSTF2T,-0.0005367249,0.0005367249
CSTF3,0.023783185,0.023783185
CTC1,0.003357782,0.003357782
CTCF,-0.012985829,0.012985829
CTDSP2,-0.023879103,0.023879103
CTF1,0.0,0.0
CTH,0.00013815472,0.00013815472
CTLA4,0.034111507,0.034111507
CTPS1,0.0013710614,0.0013710614
CTR9,-0.0301186,0.0301186
CTSA,-0.08989249,0.08989249
CTSC,0.4325164,0.4325164
CTSD,-0.020090908,0.020090908
CTSF,-0.015550396,0.015550396
CTSL,0.12168139,0.12168139
CTSW,0.03875625,0.03875625
CTTN,0.0066402075,0.0066402075
CUL2,-0.0011181198,0.0011181198
CUL4B,-0.008072313,0.008072313
CUTC,-0.025303878,0.025303878
CWC22,-0.012124471,0.012124471
CWC27,-0.014979497,0.014979497
CX3CR1,-0.0068597784,0.0068597784
CXCL1,-0.07722062,0.07722062
CXCL10,2.032598,2.032598
CXCL11,1.009073,1.009073
CXCL13,0.008006167,0.008006167
CXCL16,-0.16198525,0.16198525
CXCL2,-0.104235016,0.104235016
CXCL3,-0.1834913,0.1834913
CXCL5,-0.009580342,0.009580342
CXCL9,0.044467676,0.044467676
CXCR3,-0.037254438,0.037254438
CXCR4,-0.5387502,0.5387502
CXCR5,0.003815718,0.003815718
CXCR6,0.010326715,0.010326715
CXXC1,-0.024400912,0.024400912
CXXC5,-0.018411782,0.018411782
CYB5B,-0.0076758415,0.0076758415
CYFIP2,-0.01220433,0.01220433
CYGB,-0.0075282,0.0075282
CYP1B1,-0.17254949,0.17254949
CYP2R1,-0.00050046574,0.00050046574
CYP4V2,-0.007939685,0.007939685
CYSLTR1,-0.011067681,0.011067681
CYSLTR2,0.0022880337,0.0022880337
DAAM1,0.01282347,0.01282347
DACT1,0.0,0.0
DAPK2,-0.0023640068,0.0023640068
DARS2,-0.012353614,0.012353614
DBP,-0.010208318,0.010208318
DCAF16,-0.0042769667,0.0042769667
DCAF7,-0.05085602,0.05085602
DCLRE1A,0.0011336738,0.0011336738
DCLRE1C,0.011001166,0.011001166
DCP1A,0.028889932,0.028889932
DCP1B,0.0032606777,0.0032606777
DCPS,-0.0092236325,0.0092236325
DCSTAMP,0.0,0.0
DCUN1D1,-0.009199811,0.009199811
DCUN1D2,0.0,0.0
DCUN1D4,0.003831664,0.003831664
DDB1,-0.04697133,0.04697133
DDHD1,0.060100883,0.060100883
DDHD2,-0.007556511,0.007556511
DDIT4,-0.08047837,0.08047837
DDOST,-0.083928406,0.083928406
DDR2,0.0,0.0
DDRGK1,-0.053587414,0.053587414
DDX20,-0.003299363,0.003299363
DDX42,-0.011376943,0.011376943
DDX52,0.013644263,0.013644263
DDX6,-0.049092375,0.049092375
DEDD2,-0.063375175,0.063375175
DEF6,-0.04218733,0.04218733
DEFB1,0.3213901,0.3213901
DEGS1,0.03113079,0.03113079
DEGS2,0.0,0.0
DENND3,0.0070585264,0.0070585264
DENND4C,-0.0076635415,0.0076635415
DENND5B,0.0,0.0
DEPDC1B,0.0,0.0
DERL3,-0.00983869,0.00983869
DET1,0.0059040934,0.0059040934
DFFA,-0.014439613,0.014439613
DGKD,-0.0067502093,0.0067502093
DGKQ,0.004303075,0.004303075
DHCR7,-0.008653251,0.008653251
DHODH,0.012468336,0.012468336
DHRS7B,0.0014723986,0.0014723986
DHX15,0.0046744496,0.0046744496
DIDO1,0.0007814877,0.0007814877
DIMT1,0.029509783,0.029509783
DLG1,-0.02093025,0.02093025
DNAJB1,-0.034981936,0.034981936
DNAJB6,0.049304128,0.049304128
DNAJC24,0.002249822,0.002249822
DNM3,0.0039299554,0.0039299554
DOK2,-0.049777,0.049777
DOK3,-0.022317015,0.022317015
DOLK,-0.009271489,0.009271489
DPH2,-0.0026309919,0.0026309919
DPH7,0.028153094,0.028153094
DPM2,0.051262543,0.051262543
DPP4,-0.00016880222,0.00016880222
DROSHA,-0.0031261668,0.0031261668
DSP,0.004004134,0.004004134
DTX4,-0.004090708,0.004090708
DUS2,-0.00067791063,0.00067791063
DUSP1,-0.1813725,0.1813725
DUSP16,0.0059816167,0.0059816167
DUSP2,0.0062884986,0.0062884986
DUSP4,-0.07183253,0.07183253
DVL2,-0.0024286136,0.0024286136
DYNC2LI1,-0.015448872,0.015448872
DYNLRB2,0.0,0.0
DYRK2,-0.0104842335,0.0104842335
E2F1,-0.010855652,0.010855652
E2F5,0.0036119437,0.0036119437
E2F6,-0.011778626,0.011778626
EAF2,0.02296374,0.02296374
EBP,-0.0033907816,0.0033907816
ECE1,0.06796451,0.06796451
ECI2,-0.011683788,0.011683788
ECM1,0.00054661673,0.00054661673
EDAR,0.0,0.0
EDN1,0.040534873,0.040534873
EEA1,-0.016157478,0.016157478
EED,-0.009431586,0.009431586
EEF1E1,0.010894671,0.010894671
EEF2K,0.0,0.0
EEFSEC,-0.0010904223,0.0010904223
EFCAB7,-0.00036164094,0.00036164094
EFNA3,0.0,0.0
EFNA5,0.0,0.0
EGF,0.0,0.0
EGLN1,-0.023139723,0.023139723
EGR2,-0.015036486,0.015036486
EGR4,0.0023778544,0.0023778544
EHD3,-0.0040182746,0.0040182746
EHHADH,0.0,0.0
EHMT1,0.028651394,0.028651394
EHMT2,-0.020631623,0.020631623
EIF2AK1,0.0049925335,0.0049925335
EIF2B1,0.004672922,0.004672922
EIF2B3,-0.02213378,0.02213378
EIF2B4,-0.023770196,0.023770196
EIF2B5,-0.025619552,0.025619552
EIF3B,-0.001664998,0.001664998
EIF4EBP1,-0.072129846,0.072129846
EIF5,-0.028964996,0.028964996
EIF5A,0.028063536,0.028063536
EIF5A2,-0.015068663,0.015068663
EIF5B,-0.052183673,0.052183673
ELF2,-0.000759393,0.000759393
ELL,-0.013461521,0.013461521
ELL2,-0.01059477,0.01059477
ELMO1,0.019694714,0.019694714
ELOVL4,0.0034156488,0.0034156488
ELOVL5,0.01925727,0.01925727
ELOVL6,-0.0043025278,0.0043025278
ELP2,-0.022386484,0.022386484
ELP3,0.0013802946,0.0013802946
ELP4,-0.025761692,0.025761692
ELP5,-0.05045764,0.05045764
ELP6,0.029565584,0.029565584
EMB,-0.0041270405,0.0041270405
EMILIN1,0.0,0.0
ENAH,0.0,0.0
ENOPH1,-0.019253667,0.019253667
ENPP4,-0.002224912,0.002224912
ENSA,-0.06443331,0.06443331
ENTPD4,0.0070729963,0.0070729963
EOMES,-0.0014697947,0.0014697947
EPAS1,0.0,0.0
EPB41,-0.039232317,0.039232317
EPB41L5,-0.0055849766,0.0055849766
EPHA1,-0.008886928,0.008886928
EPHA4,-0.015694562,0.015694562
EPHX2,-0.0051573887,0.0051573887
EPM2A,0.0,0.0
EPOR,-0.022932822,0.022932822
EPS15L1,-0.0034389067,0.0034389067
ERAP1,-0.0050762575,0.0050762575
ERBB2,0.0,0.0
ERBB3,0.0,0.0
ERCC1,-0.049998894,0.049998894
ERCC4,-0.008668512,0.008668512
ERCC5,-0.009549287,0.009549287
ERCC8,-0.0005390949,0.0005390949
ESAM,-0.0030929223,0.0030929223
ESCO1,0.02593596,0.02593596
ETFA,0.024435103,0.024435103
ETHE1,-0.01153934,0.01153934
ETS1,-0.03031154,0.03031154
EVC2,0.0,0.0
EXOC5,-0.023711272,0.023711272
EXOSC4,-0.028999291,0.028999291
EXOSC5,0.012363706,0.012363706
EXOSC6,-0.024106093,0.024106093
EXTL2,0.007610154,0.007610154
EZH2,0.00090441154,0.00090441154
EZR,0.015622467,0.015622467
F12,-0.002616423,0.002616423
F13A1,0.0034874459,0.0034874459
F2R,-0.0029564686,0.0029564686
FAAH2,-0.008381041,0.008381041
FABP3,0.0,0.0
FABP5,-0.005402148,0.005402148
FAHD1,-0.009844676,0.009844676
FAM135A,0.0098153185,0.0098153185
FAM169A,-0.006204193,0.006204193
FAN1,-0.0054243985,0.0054243985
FANCA,0.043702748,0.043702748
FANCF,-0.012594558,0.012594558
FANCL,0.0107416455,0.0107416455
FAS,0.10420972,0.10420972
FASLG,-0.0005977452,0.0005977452
FBLN5,-0.0174503,0.0174503
FBXL20,-0.008421829,0.008421829
FBXL5,-0.052950777,0.052950777
FBXO15,0.0028854068,0.0028854068
FBXO32,-0.013638299,0.013638299
FBXO40,-0.004268377,0.004268377
FBXO44,-0.031039592,0.031039592
FBXO9,-0.06692347,0.06692347
FBXW4,-0.012741519,0.012741519
FCER1A,0.005075329,0.005075329
FCER1G,-0.075452924,0.075452924
FCER2,0.0014140904,0.0014140904
FCF1,-0.016760543,0.016760543
FCGR3A,-0.14006299,0.14006299
FCGR3B,0.0243988,0.0243988
FCHO1,-0.0034481976,0.0034481976
FCN1,0.10906318,0.10906318
FDXR,-0.00699306,0.00699306
FECH,0.013158457,0.013158457
FEM1C,0.020466194,0.020466194
FEN1,-0.011667946,0.011667946
FES,0.0136264805,0.0136264805
FGD3,-0.01815753,0.01815753
FGF22,-0.0018956424,0.0018956424
FGF9,0.0,0.0
FGFBP2,-0.11814635,0.11814635
FGFBP3,-0.0033935634,0.0033935634
FGL2,0.33287144,0.33287144
FH,-0.02902034,0.02902034
FHL2,0.0,0.0
FITM1,0.0,0.0
FITM2,-0.017186841,0.017186841
FLI1,-0.00520543,0.00520543
FLOT2,0.006584367,0.006584367
FLRT2,-0.0037320163,0.0037320163
FLT3LG,-0.032813206,0.032813206
FN3K,-9.069708e-05,9.069708e-05
FN3KRP,0.011553533,0.011553533
FNTA,0.07243477,0.07243477
FOS,-0.13887547,0.13887547
FOXK1,-0.008601959,0.008601959
FOXK2,-0.00459306,0.00459306
FOXO3,-0.012916841,0.012916841
FOXP1,-0.031333983,0.031333983
FOXP3,0.003587916,0.003587916
FPGT,-0.0018758317,0.0018758317
FST,-0.003947658,0.003947658
FSTL1,0.008894502,0.008894502
FTH1,-0.5872526,0.5872526
FTL,-0.42206788,0.42206788
FUCA1,-0.05478014,0.05478014
FUNDC1,0.008331176,0.008331176
FUT11,-0.015343989,0.015343989
FUT7,0.0005889437,0.0005889437
FUT8,0.0020201514,0.0020201514
FUZ,0.017999541,0.017999541
FXYD3,0.0,0.0
FYN,-0.06855118,0.06855118
FZD3,-0.002304267,0.002304267
G0S2,-0.047718566,0.047718566
GABARAPL1,-0.04749567,0.04749567
GABPB1,0.01673875,0.01673875
GADD45A,-0.00659173,0.00659173
GAK,0.0011373907,0.0011373907
GALE,-0.00045470195,0.00045470195
GALNT11,0.012128573,0.012128573
GALNT12,0.003749695,0.003749695
GALNT3,-0.014444029,0.014444029
GALNT6,0.010674428,0.010674428
GALNT7,0.002976181,0.002976181
GALR2,0.0007593394,0.0007593394
GALT,-0.010810241,0.010810241
GAMT,-0.022118062,0.022118062
GAPVD1,-0.007888708,0.007888708
GAS8,0.0031646588,0.0031646588
GATA1,0.0012835814,0.0012835814
GATA2,0.0019452395,0.0019452395
GATA3,-0.0344119,0.0344119
GBA2,0.0073954603,0.0073954603
GBP3,0.20317662,0.20317662
GBP4,0.71331465,0.71331465
GBP5,0.4232385,0.4232385
GCC2,-0.04260409,0.04260409
GCHFR,-0.10692516,0.10692516
